# AR,core_r,cool_r,PD,power,enrich,keff,ave_E,mass,q_dens,dU,dK,mass_235,m_dens,fuel_frac
   1.00000,  27.12891,   0.90210,   1.11538, 189.62891,   0.46626,   0.50299,   0.85977, 143.26072,   3.02314,   0.00000,  -0.00639,  65.82632,   2.28392,   0.15960
   1.00000,  24.23828,   0.70190,   1.54409, 107.83203,   0.44302,   0.81643,   0.76826, 236.70487,   2.41042,   0.00000,  -0.00318, 103.35379,   5.29117,   0.36975
   1.00000,  19.90234,   0.68140,   1.34536, 163.26172,   0.80601,   0.81597,   0.94099, 105.12680,   6.59207,   0.00000,  -0.00592,  83.95893,   4.24474,   0.29663
   1.00000,  25.52734,   0.75171,   1.40005, 161.38672,   0.22632,   0.53401,   0.70054, 239.38455,   3.08817,   0.00000,  -0.00382,  53.61963,   4.58068,   0.32010
   1.00000,  22.79297,   0.59351,   1.37954, 158.33984,   0.70620,   0.87287,   0.88131, 165.60533,   4.25635,   0.00000,  -0.00290, 115.53478,   4.45166,   0.31109
   1.00000,  13.73047,   0.67114,   1.58364, 196.07422,   0.23999,   0.34704,   0.84942,  44.34002,  24.11096,   0.00000,  -0.01485,  10.52709,   5.45243,   0.38102
   1.00000,  28.76953,   0.93335,   1.58120, 178.61328,   0.50249,   0.99582,   0.75598, 407.76821,   2.38762,   0.00000,  -0.00190, 201.91068,   5.45086,   0.38091
   1.00000,  26.66016,   0.64331,   1.30337, 179.78516,   0.30493,   0.58272,   0.74268, 235.62294,   3.02006,   0.00000,  -0.00242,  70.95579,   3.95803,   0.27659
   1.00000,  28.06641,   0.94751,   1.57192,  80.17578,   0.76021,   1.17709,   0.84744, 376.03882,   1.15434,   0.00000,  -0.00157, 282.82572,   5.41405,   0.37834
   1.00000,  20.25391,   0.67651,   1.31069, 180.25391,   0.67407,   0.72452,   0.91014, 104.71498,   6.90571,   0.00000,  -0.00458,  69.68075,   4.01174,   0.28034
   1.00000,  41.58203,   0.60913,   1.47622, 160.80078,   0.43481,   1.06991,   0.68502,1124.04469,   0.71190,   0.00000,   0.00105, 481.73010,   4.97642,   0.34776
   1.00000,  30.72266,   0.71118,   1.52700, 135.01953,   0.65903,   1.13551,   0.80329, 475.31346,   1.48208,   0.00000,  -0.00250, 309.14078,   5.21740,   0.36460
   1.00000,  13.84766,   0.67212,   1.42544,  99.39453,   0.69185,   0.58564,   0.99175,  39.36113,  11.91471,   0.00000,  -0.00693,  26.89332,   4.71833,   0.32972
   1.00000,  30.64453,   0.81616,   1.51919, 154.23828,   0.61528,   1.09950,   0.78997, 468.90047,   1.70602,   0.00000,  -0.00263, 284.52294,   5.18647,   0.36244
   1.00000,  42.79297,   0.84351,   1.28335,  98.33984,   0.35620,   0.86649,   0.67782, 941.27010,   0.39945,   0.00000,   0.00141, 330.78057,   3.82338,   0.26718
   1.00000,  14.00391,   0.59839,   1.51382, 176.50391,   0.35073,   0.42075,   0.88784,  44.45773,  20.45769,   0.00000,  -0.01459,  15.38482,   5.15287,   0.36009
   1.00000,  20.01953,   0.54272,   1.30825, 129.86328,   0.47310,   0.57914,   0.86009, 100.43066,   5.15199,   0.00000,  -0.00573,  46.82239,   3.98433,   0.27843
   1.00000,  17.32422,   0.84155,   1.22524, 159.74609,   0.66519,   0.54854,   0.96870,  54.89791,   9.77956,   0.00000,  -0.00919,  36.04321,   3.36082,   0.23486
   1.00000,  37.91016,   0.71606,   1.15591, 174.04297,   0.27554,   0.54686,   0.71351, 463.45941,   1.01681,   0.00000,  -0.00277, 126.20559,   2.70767,   0.18921
   1.00000,  25.76172,   0.73315,   1.17202, 169.47266,   0.67134,   0.68957,   0.89431, 154.11721,   3.15519,   0.00000,  -0.00113, 102.13358,   2.86930,   0.20051
   1.00000,  47.16797,   0.69849,   1.11880,  95.76172,   0.74858,   0.94283,   0.82751, 761.51740,   0.29047,   0.00000,  -0.00243, 563.79336,   2.30987,   0.16142
   1.00000,  34.00391,   0.84839,   1.11001, 116.50391,   0.30220,   0.46425,   0.77140, 274.21797,   0.94320,   0.00000,  -0.00202,  81.84414,   2.22003,   0.15514
   1.00000,  35.60547,   0.97583,   1.54458,  89.19922,   0.22905,   0.74464,   0.61525, 751.77783,   0.62902,   0.00000,   0.00080, 170.40675,   5.30139,   0.37047
   1.00000,  20.64453,   0.94116,   1.39419, 124.23828,   0.44028,   0.65258,   0.82570, 125.86957,   4.49459,   0.00000,  -0.00254,  54.62023,   4.55361,   0.31821
   1.00000,  14.90234,   0.75269,   1.15786,  82.51953,   0.89351,   0.46197,   1.07094,  28.38318,   7.93676,   0.00000,  -0.00664,  25.21927,   2.72991,   0.19077
   1.00000,  27.91016,   0.94019,   1.50405, 146.03516,   0.88394,   1.21637,   0.89101, 349.78736,   2.13806,   0.00000,   0.00006, 307.33316,   5.12115,   0.35787
   1.00000,  10.44922,   0.74634,   1.31265, 169.70703,   0.78481,   0.39021,   1.12137,  14.44205,  47.34764,   0.00000,  -0.02247,  11.22244,   4.02928,   0.28157
   1.00000,  36.97266,   0.63306,   1.51187, 161.26953,   0.54966,   1.14358,   0.74069, 817.06742,   1.01569,   0.00000,   0.00106, 442.62570,   5.14595,   0.35961
   1.00000,  24.98047,   0.78052,   1.59927, 124.82422,   0.38286,   0.79647,   0.73547, 270.19731,   2.54887,   0.00000,  -0.00311, 102.01830,   5.51733,   0.38556
   1.00000,  47.91016,   0.80103,   1.46108,  89.08203,   0.45054,   1.15953,   0.67745,1696.39897,   0.25784,   0.00000,  -0.00033, 753.24723,   4.91016,   0.34313
   1.00000,  18.53516,   0.91187,   1.24624, 196.66016,   0.27212,   0.36560,   0.84521,  70.78350,   9.83054,   0.00000,  -0.01065,  19.03768,   3.53829,   0.24726
   1.00000,  20.09766,   0.54858,   1.46108, 133.84766,   0.33228,   0.56206,   0.78524, 124.88937,   5.24837,   0.00000,  -0.00533,  40.95899,   4.89710,   0.34222
   1.00000,  13.88672,   0.90747,   1.37856, 193.14453,   0.24819,   0.30480,   0.88965,  37.52727,  22.95797,   0.00000,  -0.01380,   9.21179,   4.46065,   0.31172
   1.00000,  18.65234,   0.83081,   1.39224, 114.51172,   0.30288,   0.48015,   0.80937,  92.53136,   5.61694,   0.00000,  -0.00460,  27.67897,   4.53878,   0.31718
   1.00000,  42.12891,   0.92798,   1.45913, 184.23828,   0.78687,   1.38259,   0.81564,1152.01907,   0.78431,   0.00000,   0.00049, 897.60805,   4.90421,   0.34271
   1.00000,  41.54297,   0.97192,   1.21304, 195.13672,   0.45327,   0.88086,   0.73576, 734.37469,   0.86636,   0.00000,  -0.00248, 328.05331,   3.26043,   0.22784
   1.00000,  22.32422,   0.96606,   1.58608, 114.04297,   0.62554,   0.93962,   0.84151, 191.21917,   3.26279,   0.00000,  -0.00412, 117.98144,   5.47082,   0.38231
   1.00000,  46.15234,   0.54956,   1.23599, 122.01172,   0.43413,   0.90877,   0.70264,1059.70685,   0.39507,   0.00000,  -0.00184, 453.44898,   3.43127,   0.23978
   1.00000,  14.04297,   0.70288,   1.42642, 141.81641,   0.20308,   0.28836,   0.86111,  41.10992,  16.30045,   0.00000,  -0.01029,   8.26906,   4.72520,   0.33020
   1.00000,  33.41797,   0.63501,   1.25942, 182.01172,   0.46421,   0.80869,   0.76092, 425.45114,   1.55242,   0.00000,  -0.00163, 194.63096,   3.62877,   0.25358
   1.00000,  49.12109,   0.66089,   1.42153,  90.60547,   0.45327,   1.14487,   0.67772,1748.72178,   0.24333,   0.00000,   0.00001, 781.17339,   4.69642,   0.32819
   1.00000,  42.16797,   0.51099,   1.55630, 188.92578,   0.48608,   1.16448,   0.69662,1255.99649,   0.80203,   0.00000,   0.00120, 601.61424,   5.33200,   0.37261
   1.00000,  34.35547,   0.61646,   1.24819, 160.44922,   0.81968,   1.06305,   0.86392, 450.66914,   1.25951,   0.00000,   0.00037, 366.21237,   3.53769,   0.24722
   1.00000,  15.56641,   0.91626,   1.43960, 147.67578,   0.36646,   0.46797,   0.87148,  56.91888,  12.46218,   0.00000,  -0.01024,  20.57516,   4.80331,   0.33566
   1.00000,  30.41016,   0.72144,   1.28530,  93.53516,   0.28306,   0.60953,   0.71149, 338.55073,   1.05869,   0.00000,  -0.00141,  94.68919,   3.83193,   0.26778
   1.00000,  13.69141,   0.69604,   1.26235, 169.94141,   0.30767,   0.27894,   0.94761,  29.47785,  21.07681,   0.00000,  -0.01618,   8.95621,   3.65596,   0.25548
   1.00000,  45.91797,   0.74536,   1.50210, 174.51172,   0.59546,   1.29853,   0.73517,1553.07906,   0.57376,   0.00000,  -0.00127, 911.80650,   5.10617,   0.35683
   1.00000,  30.76172,   0.79565,   1.23452, 184.47266,   0.58384,   0.84093,   0.82015, 314.30289,   2.01721,   0.00000,  -0.00104, 180.90272,   3.43690,   0.24017
   1.00000,  28.22266,   0.84253,   1.18765,  90.72266,   0.24409,   0.45073,   0.75124, 213.62404,   1.28461,   0.00000,  -0.00099,  51.57814,   3.02487,   0.21138
   1.00000,  27.32422,   0.77856,   1.27358, 159.04297,   0.36304,   0.63658,   0.76490, 240.15138,   2.48154,   0.00000,  -0.00278,  86.00488,   3.74707,   0.26185
   1.00000,  13.14453,   0.78491,   1.52651,  87.79297,   0.22153,   0.31328,   0.86919,  37.22953,  12.30480,   0.00000,  -0.00618,   8.16380,   5.21798,   0.36464
   1.00000,  22.01172,   0.77368,   1.33999,  90.01953,   0.39653,   0.61242,   0.80771, 141.21095,   2.68674,   0.00000,  -0.00260,  55.21104,   4.21460,   0.29452
   1.00000,  32.71484,   0.96753,   1.42739, 109.82422,   0.29741,   0.76334,   0.67321, 521.35669,   0.99842,   0.00000,  -0.00036, 153.15679,   4.73970,   0.33122
   1.00000,  13.96484,   0.66968,   1.29409, 167.83203,   0.79302,   0.53708,   1.03528,  33.30916,  19.61630,   0.00000,  -0.01442,  26.16151,   3.89319,   0.27206
   1.00000,  24.19922,   0.97925,   1.30874, 181.66016,   0.53462,   0.75502,   0.83526, 178.57035,   4.08043,   0.00000,  -0.00318,  94.08185,   4.01103,   0.28030
   1.00000,  40.44922,   0.52124,   1.51431, 112.87109,   0.77524,   1.36142,   0.80784,1070.71925,   0.54288,   0.00000,   0.00036, 821.61694,   5.14986,   0.35988
   1.00000,  35.17578,   0.64331,   1.45474,  99.51172,   0.74038,   1.23000,   0.81686, 666.04289,   0.72777,   0.00000,  -0.00037, 487.59207,   4.87103,   0.34039
   1.00000,  33.61328,   0.73999,   1.44253, 160.44922,   0.86958,   1.28352,   0.86564, 574.20018,   1.34479,   0.00000,  -0.00163, 495.99775,   4.81261,   0.33631
   1.00000,  47.59766,   0.92847,   1.30483, 156.34766,   0.32065,   0.89040,   0.64451,1348.97967,   0.46151,   0.00000,  -0.00112, 427.02966,   3.98198,   0.27827
   1.00000,  19.55078,   0.61108,   1.41519,  80.64453,   0.24819,   0.45032,   0.77357, 109.36757,   3.43505,   0.00000,  -0.00285,  26.84637,   4.65850,   0.32554
   1.00000,  46.58203,   0.88745,   1.53823, 115.80078,   0.87231,   1.52035,   0.83274,1674.13557,   0.36468,   0.00000,  -0.00193,1450.84130,   5.27212,   0.36842
   1.00000,  29.16016,   0.78540,   1.50796,  95.29297,   0.66450,   1.09976,   0.81471, 399.97086,   1.22332,   0.00000,  -0.00169, 262.32492,   5.13463,   0.35881
   1.00000,  28.53516,   0.54175,   1.12368, 166.66016,   0.44712,   0.47965,   0.83638, 171.41700,   2.28318,   0.00000,  -0.00415,  75.53753,   2.34835,   0.16411
   1.00000,  47.48047,   0.93677,   1.19302, 147.32422,   0.30562,   0.74843,   0.66756,1035.35210,   0.43811,   0.00000,  -0.00473, 312.48786,   3.07888,   0.21516
   1.00000,  23.78906,   0.71045,   1.17178, 116.21094,   0.30869,   0.41678,   0.82053, 121.19107,   2.74767,   0.00000,  -0.00121,  36.94252,   2.86542,   0.20024
   1.00000,  36.77734,   0.80737,   1.10269,  90.13672,   0.33569,   0.50214,   0.76920, 333.31174,   0.57678,   0.00000,  -0.00249, 110.42820,   2.13285,   0.14905
   1.00000,  33.80859,   0.79761,   1.37075, 114.86328,   0.39312,   0.85821,   0.71294, 535.33967,   0.94613,   0.00000,  -0.00087, 207.51718,   4.40959,   0.30815
   1.00000,  30.72266,   0.62378,   1.46890, 143.22266,   0.46284,   0.93147,   0.74018, 450.15315,   1.57212,   0.00000,  -0.00253, 205.32477,   4.94122,   0.34530
   1.00000,  39.94141,   0.93970,   1.11929, 175.80078,   0.40952,   0.65176,   0.76517, 466.33555,   0.87821,   0.00000,  -0.00094, 188.27481,   2.32958,   0.16279
   1.00000,  20.91797,   0.60229,   1.23110, 141.46484,   0.78276,   0.70264,   0.94501,  97.63188,   4.91972,   0.00000,  -0.00308,  75.66320,   3.39534,   0.23727
   1.00000,  10.21484,   0.81128,   1.46597, 192.32422,   0.25366,   0.22210,   0.99016,  16.52461,  57.43669,   0.00000,  -0.02514,   4.14502,   4.93499,   0.34486
   1.00000,  39.23828,   0.63940,   1.48159,  92.83203,   0.35552,   0.94764,   0.66056, 949.77101,   0.48912,   0.00000,   0.00058, 333.13456,   5.00425,   0.34970
   1.00000,  25.52734,   0.66675,   1.40005, 161.38672,   0.22632,   0.52963,   0.70077, 239.16541,   3.08817,   0.00000,  -0.00419,  53.57055,   4.57648,   0.31981
   1.00000,  27.59766,   0.84399,   1.45718, 103.14453,   0.42319,   0.83399,   0.74740, 323.03125,   1.56199,   0.00000,  -0.00220, 134.75397,   4.89190,   0.34185
   1.00000,  30.41016,   0.72144,   1.16274,  93.53516,   0.28306,   0.47837,   0.75937, 245.33838,   1.05869,   0.00000,  -0.00289,  68.61864,   2.77690,   0.19405
   1.00000,  13.33984,   0.81909,   1.34146, 175.44922,   0.54897,   0.44475,   0.98709,  31.51681,  23.52609,   0.00000,  -0.01611,  17.05194,   4.22611,   0.29533
   1.00000,  28.65234,   0.70581,   1.26724, 144.51172,   0.47788,   0.75126,   0.79321, 273.01714,   1.95557,   0.00000,  -0.00476, 128.56937,   3.69453,   0.25818
   1.00000,  33.18359,   0.93042,   1.22231, 181.54297,   0.24341,   0.55118,   0.69914, 383.34568,   1.58146,   0.00000,  -0.00171,  92.30036,   3.33942,   0.23336
   1.00000,  31.77734,   0.61108,   1.25942, 105.13672,   0.24819,   0.55383,   0.69754, 365.62535,   1.04292,   0.00000,  -0.00293,  89.74976,   3.62689,   0.25345
   1.00000,  31.73828,   0.57593,   1.22427, 115.33203,   0.57427,   0.81437,   0.81177, 334.94230,   1.14829,   0.00000,  -0.00063, 189.60506,   3.33480,   0.23304
   1.00000,  32.59766,   0.65649,   1.39468, 118.14453,   0.75747,   1.15325,   0.83683, 494.58330,   1.08569,   0.00000,  -0.00089, 370.61364,   4.54496,   0.31761
   1.00000,  44.04297,   0.57788,   1.51772, 184.58984,   0.72808,   1.38006,   0.78476,1387.41623,   0.68775,   0.00000,  -0.00253, 998.47870,   5.16924,   0.36123
   1.00000,  13.78906,   0.86084,   1.23721, 146.21094,   0.48369,   0.36263,   0.99352,  28.51778,  17.75113,   0.00000,  -0.01214,  13.59272,   3.46228,   0.24195
   1.00000,  49.04297,   0.56567,   1.43179, 157.63672,   0.84702,   1.46525,   0.81890,1758.74131,   0.42538,   0.00000,   0.00130,1478.39565,   4.74594,   0.33165
   1.00000,  27.71484,   0.53003,   1.36489, 124.82422,   0.73491,   0.99956,   0.85486, 291.40135,   1.86643,   0.00000,  -0.00013, 211.71871,   4.35717,   0.30448
   1.00000,  44.04297,   0.57788,   1.55142, 184.58984,   0.31860,   0.97376,   0.62362,1426.82395,   0.68775,   0.00000,  -0.00266, 448.80349,   5.31607,   0.37149
   1.00000,  45.05859,   0.93335,   1.26138,  93.41797,   0.50249,   1.03265,   0.72954,1051.73073,   0.32505,   0.00000,  -0.00118, 520.77543,   3.65950,   0.25573
   1.00000,  30.03906,   0.62646,   1.15615, 157.46094,   0.44541,   0.58494,   0.81040, 230.16121,   1.84912,   0.00000,  -0.00238, 101.03722,   2.70286,   0.18888
   1.00000,  25.99609,   0.69995,   1.10122, 190.80078,   0.39858,   0.39576,   0.86141, 116.34465,   3.45705,   0.00000,  -0.00572,  45.72281,   2.10801,   0.14731
   1.00000,  35.80078,   0.53296,   1.52456, 181.89453,   0.66724,   1.22306,   0.78404, 749.13896,   1.26181,   0.00000,  -0.00030, 493.38268,   5.19679,   0.36316
   1.00000,  48.57422,   0.82544,   1.10903, 107.83203,   0.86616,   1.01851,   0.85969, 794.81384,   0.29949,   0.00000,  -0.00317, 683.76408,   2.20749,   0.15426
   1.00000,  29.74609,   0.55933,   1.33560, 186.23047,   0.20171,   0.51483,   0.67207, 345.00080,   2.25222,   0.00000,  -0.00348,  68.93038,   4.17235,   0.29157
   1.00000,  49.47266,   0.60815,   1.54702, 132.55859,   0.49634,   1.25462,   0.68606,2015.83578,   0.34847,   0.00000,   0.00013, 985.94482,   5.29919,   0.37031
   1.00000,  17.59766,   0.57983,   1.42983, 126.34766,   0.72603,   0.75175,   0.93541,  81.08963,   7.37994,   0.00000,  -0.00367,  58.19010,   4.73643,   0.33099
   1.00000,  36.30859,   0.89136,   1.22183,  97.16797,   0.78687,   1.06351,   0.85720, 501.31770,   0.64617,   0.00000,   0.00059, 390.60708,   3.33377,   0.23297
   1.00000,  26.85547,   0.68335,   1.14907, 122.12891,   0.66792,   0.65857,   0.89169, 160.33630,   2.00711,   0.00000,  -0.00539, 105.70647,   2.63502,   0.18414
   1.00000,  32.63672,   0.78296,   1.11978, 134.43359,   0.82378,   0.78977,   0.90300, 254.11685,   1.23094,   0.00000,  -0.00140, 207.55956,   2.32683,   0.16260
   1.00000,  20.05859,   0.81323,   1.44888, 168.41797,   0.76499,   0.88215,   0.91601, 122.92824,   6.64259,   0.00000,  -0.00636,  93.05163,   4.84842,   0.33881
   1.00000,  22.55859,   0.65698,   1.16763, 190.91797,   0.45122,   0.47665,   0.87200, 101.72534,   5.29372,   0.00000,  -0.00770,  45.23682,   2.82061,   0.19711
   1.00000,  17.44141,   0.78345,   1.15054,  93.30078,   0.54077,   0.40124,   0.96873,  44.28907,   5.59746,   0.00000,  -0.00508,  23.60330,   2.65706,   0.18568
   1.00000,  36.81641,   0.92261,   1.17397, 164.31641,   0.42183,   0.72572,   0.75887, 454.35144,   1.04811,   0.00000,  -0.00170, 188.92796,   2.89813,   0.20252
   1.00000,  19.31641,   0.66724,   1.21255,  88.26172,   0.44233,   0.46231,   0.89236,  73.37700,   3.89801,   0.00000,  -0.00467,  31.98926,   3.24064,   0.22646
   1.00000,  40.17578,   0.56177,   1.30972, 122.71484,   0.89009,   1.27297,   0.85612, 814.16741,   0.60236,   0.00000,  -0.00195, 720.52898,   3.99642,   0.27927
   1.00000,  46.42578,   0.61890,   1.14175, 112.51953,   0.56880,   0.86241,   0.77139, 802.49785,   0.35793,   0.00000,  -0.00042, 449.93213,   2.55280,   0.17839
   1.00000,  16.97266,   0.88940,   1.39077, 140.05859,   0.71509,   0.71129,   0.94885,  69.61603,   9.11822,   0.00000,  -0.00522,  49.18992,   4.53221,   0.31672
   1.00000,  32.16797,   0.58667,   1.54116, 143.69141,   0.41704,   0.94314,   0.70848, 551.40640,   1.37407,   0.00000,  -0.00130, 226.69168,   5.27292,   0.36848
   1.00000,  27.53906,   0.87646,   1.40615,  97.46094,   0.33057,   0.70859,   0.72253, 303.13665,   1.48537,   0.00000,   0.00024,  98.90903,   4.61999,   0.32285
   1.00000,  23.96484,   0.57690,   1.13052, 197.83203,   0.27554,   0.32267,   0.83385, 104.97834,   4.57534,   0.00000,  -0.00774,  28.58687,   2.42787,   0.16966
   1.00000,  19.86328,   0.75562,   1.51333, 162.20703,   0.58521,   0.79843,   0.85963, 126.99461,   6.58820,   0.00000,  -0.00463,  73.26657,   5.15801,   0.36045
   1.00000,  37.28516,   0.52124,   1.51431, 112.87109,   0.50112,   1.09524,   0.71998, 838.59678,   0.69315,   0.00000,  -0.00184, 414.10759,   5.14986,   0.35988
   1.00000,  25.33203,   0.90601,   1.17886, 118.73047,   0.32544,   0.47548,   0.80628, 150.37489,   2.32489,   0.00000,  -0.00379,  48.30864,   2.94453,   0.20577
   1.00000,  33.10547,   0.88647,   1.22720, 112.40234,   0.20854,   0.50504,   0.68554, 385.20575,   0.98611,   0.00000,  -0.00464,  79.55045,   3.37943,   0.23616
   1.00000,  10.68359,   0.83179,   1.44839, 127.98828,   0.37466,   0.30589,   1.00376,  18.56660,  33.40940,   0.00000,  -0.01705,   6.86083,   4.84653,   0.33868
   1.00000,  44.98047,   0.50464,   1.20376,  84.27734,   0.48198,   0.88038,   0.72888, 899.49015,   0.29477,   0.00000,  -0.00255, 427.21879,   3.14611,   0.21985
   1.00000,  12.48047,   0.78589,   1.54751,  91.77734,   0.26323,   0.32902,   0.89745,  32.42196,  15.02771,   0.00000,  -0.00820,   8.43725,   5.30880,   0.37099
   1.00000,  18.26172,   0.68091,   1.54263,  94.35547,   0.59341,   0.76042,   0.87793, 101.09760,   4.93165,   0.00000,  -0.00328,  59.14830,   5.28404,   0.36925
   1.00000,  38.14453,   0.72241,   1.46401, 176.73828,   0.30903,   0.86248,   0.64776, 858.16147,   1.01364,   0.00000,  -0.00141, 261.87844,   4.92178,   0.34394
   1.00000,  33.49609,   0.73120,   1.44497, 137.48047,   0.26733,   0.73285,   0.65416, 569.67420,   1.16442,   0.00000,  -0.00216, 150.53990,   4.82497,   0.33717
   1.00000,  43.41797,   0.83911,   1.13442, 152.01172,   0.28921,   0.58983,   0.70312, 640.40490,   0.59118,   0.00000,  -0.00295, 182.97825,   2.49056,   0.17404
   1.00000,  21.69922,   0.55200,   1.27310, 173.45703,   0.68022,   0.71667,   0.90278, 119.65107,   5.40393,   0.00000,  -0.00529,  80.35642,   3.72764,   0.26049
   1.00000,  22.01172,   0.66528,   1.46450, 188.10547,   0.52163,   0.78368,   0.82357, 164.89721,   5.61422,   0.00000,  -0.00523,  84.76325,   4.92155,   0.34392
   1.00000,  24.51172,   0.68628,   1.59634, 166.30859,   0.20034,   0.54655,   0.66851, 254.59394,   3.59454,   0.00000,  -0.00435,  50.52424,   5.50271,   0.38454
   1.00000,  33.78906,   0.58545,   1.48721, 155.11719,   0.51104,   1.03896,   0.74052, 609.37254,   1.27992,   0.00000,  -0.00405, 306.87386,   5.02811,   0.35137
   1.00000,  45.17578,   0.55688,   1.23501, 197.71484,   0.22495,   0.63056,   0.62935, 991.70167,   0.68261,   0.00000,  -0.00256, 220.79587,   3.42385,   0.23926
   1.00000,  17.94922,   0.77759,   1.59390, 192.20703,   0.47856,   0.68862,   0.84209,  99.85625,  10.57993,   0.00000,  -0.00597,  47.09120,   5.49653,   0.38410
   1.00000,  25.72266,   0.77368,   1.33999, 188.10547,   0.39653,   0.69163,   0.77217, 225.34819,   3.51807,   0.00000,  -0.00493,  88.10725,   4.21460,   0.29452
   1.00000,  39.31641,   0.95288,   1.17642,  94.58984,   0.55308,   0.87795,   0.78792, 558.08497,   0.49542,   0.00000,   0.00033, 304.21600,   2.92300,   0.20426
   1.00000,  24.98047,   0.78052,   1.59927, 124.82422,   0.26187,   0.64838,   0.68917, 270.19731,   2.54887,   0.00000,  -0.00220,  69.95348,   5.51733,   0.38556
   1.00000,  23.45703,   0.91089,   1.46792, 110.17578,   0.66450,   0.94239,   0.85552, 200.61983,   2.71717,   0.00000,  -0.00247, 131.57854,   4.94772,   0.34575
   1.00000,  10.87891,   0.82397,   1.53970, 157.40234,   0.47104,   0.38705,   1.00213,  21.34353,  38.91394,   0.00000,  -0.01951,   9.90743,   5.27667,   0.36874
   1.00000,  10.25391,   0.51929,   1.18569, 150.25391,   0.84907,   0.27851,   1.16906,  10.09663,  44.36162,   0.00000,  -0.02455,   8.50847,   2.98097,   0.20831
   1.00000,  40.80078,   0.84546,   1.18130, 136.89453,   0.40474,   0.76775,   0.73194, 632.68744,   0.64155,   0.00000,  -0.00169, 252.46786,   2.96506,   0.20720
   1.00000,  20.37109,   0.88257,   1.48354, 151.42578,   0.46763,   0.71344,   0.82222, 133.40407,   5.70174,   0.00000,  -0.00396,  61.47713,   5.02315,   0.35102
   1.00000,  10.87891,   0.71558,   1.56851, 155.87891,   0.47104,   0.39371,   0.99766,  21.81610,  38.53730,   0.00000,  -0.01838,  10.12679,   5.39350,   0.37690
   1.00000,  34.16016,   0.79419,   1.20278, 110.29297,   0.47241,   0.76815,   0.77704, 395.91286,   0.88072,   0.00000,  -0.00063, 184.31212,   3.16148,   0.22093
   1.00000,  27.53906,   0.56982,   1.40908, 121.36719,   0.79541,   1.07393,   0.86988, 303.23379,   1.84971,   0.00000,  -0.00146, 238.90176,   4.62147,   0.32295
   1.00000,  10.29297,   0.98657,   1.42349, 183.88672,   0.73765,   0.43193,   1.09690,  16.16696,  53.67578,   0.00000,  -0.02306,  11.79085,   4.71907,   0.32977
   1.00000,  33.53516,   0.60425,   1.18374, 151.66016,   0.82925,   0.93488,   0.88002, 352.11235,   1.28003,   0.00000,  -0.00176, 289.57144,   2.97187,   0.20768
   1.00000,  37.79297,   0.98755,   1.32974, 119.55078,   0.86890,   1.27303,   0.86352, 704.55398,   0.70497,   0.00000,  -0.00072, 608.10436,   4.15462,   0.29033
   1.00000,  21.85547,   0.99585,   1.33657, 161.15234,   0.58042,   0.75005,   0.86490, 137.74695,   4.91367,   0.00000,  -0.00376,  78.81570,   4.20002,   0.29350
   1.00000,  27.91016,   0.55103,   1.21108, 149.08203,   0.42388,   0.60758,   0.79802, 219.74286,   2.18267,   0.00000,  -0.00290,  91.81565,   3.21720,   0.22482
   1.00000,  42.71484,   0.59253,   1.30239, 199.82422,   0.47241,   0.99371,   0.71532, 966.45457,   0.81613,   0.00000,  -0.00096, 449.92046,   3.94726,   0.27584
   1.00000,  32.28516,   0.65259,   1.21890, 172.16797,   0.30356,   0.58750,   0.72788, 348.35829,   1.62852,   0.00000,  -0.00239, 104.43699,   3.29509,   0.23026
   1.00000,  42.98828,   0.65405,   1.18472, 119.08203,   0.47241,   0.84172,   0.74196, 745.10761,   0.47714,   0.00000,  -0.00198, 346.87524,   2.98551,   0.20863
   1.00000,  43.22266,   0.82202,   1.44009,  98.80859,   0.85659,   1.42389,   0.83663,1218.41095,   0.38950,   0.00000,  -0.00193,1036.17556,   4.80297,   0.33564
   1.00000,  49.08203,   0.95288,   1.25747, 198.30078,   0.82856,   1.32513,   0.82978,1348.22672,   0.53383,   0.00000,   0.00099,1107.80758,   3.62949,   0.25363
   1.00000,  27.87109,   0.85132,   1.49966, 131.85547,   0.30015,   0.72062,   0.69415, 346.77603,   1.93859,   0.00000,  -0.00052, 102.80288,   5.09844,   0.35629
   1.00000,  23.61328,   0.61499,   1.31753, 188.45703,   0.46147,   0.67113,   0.81584, 167.72856,   4.55610,   0.00000,  -0.00707,  76.27868,   4.05498,   0.28337
   1.00000,  42.91016,   0.61353,   1.52358, 104.08203,   0.71304,   1.36161,   0.78221,1290.12388,   0.41932,   0.00000,   0.00065, 908.92727,   5.19758,   0.36321
   1.00000,  47.51953,   0.63647,   1.22183, 167.36328,   0.42935,   0.91109,   0.70157,1118.91342,   0.49647,   0.00000,  -0.00169, 473.52947,   3.31918,   0.23195
   1.00000,  31.85547,   0.95142,   1.24771,  92.94922,   0.86343,   1.06843,   0.89267, 360.68252,   0.91526,   0.00000,  -0.00066, 309.27458,   3.55159,   0.24819
   1.00000,  11.30859,   0.95386,   1.15933, 142.16797,   0.52437,   0.23706,   1.10072,  12.51622,  31.29151,   0.00000,  -0.02073,   6.46764,   2.75485,   0.19251
   1.00000,  18.69141,   0.95532,   1.29116, 164.55078,   0.43140,   0.52265,   0.87240,  79.69855,   8.02091,   0.00000,  -0.00686,  33.88930,   3.88485,   0.27148
