# AR,core_r,cool_r,PD,power,enrich,keff,ave_E,mass,q_dens,dU,dK,mass_235,m_dens,fuel_frac
   1.00000,  37.28516,   0.72388,   1.28140,  87.20703,   0.21606,   0.60005,   0.64641, 619.29017,   0.53554,   0.00000,  -0.00092, 132.47042,   3.80309,   0.26576
   1.00000,  38.41797,   0.57251,   1.44692, 107.01172,   0.72671,   1.26694,   0.80147, 859.74303,   0.60073,   0.00000,   0.00233, 617.54251,   4.82631,   0.33727
   1.00000,  24.04297,   0.87817,   1.36929, 172.63672,   0.75952,   0.94760,   0.89039, 192.27700,   3.95384,   0.00000,  -0.00465, 144.48077,   4.40365,   0.30773
   1.00000,  37.94922,   0.52759,   1.34390, 132.20703,   0.82856,   1.23412,   0.84047, 725.20777,   0.77001,   0.00000,  -0.00138, 595.88692,   4.22381,   0.29516
   1.00000,  45.87891,   0.65308,   1.50601, 140.87891,   0.70688,   1.38397,   0.77462,1553.36413,   0.46436,   0.00000,  -0.00154,1084.76794,   5.12017,   0.35780
   1.00000,  14.98047,   0.65552,   1.47427,  94.82422,   0.43687,   0.50774,   0.89682,  52.48496,   8.97828,   0.00000,  -0.00809,  22.59962,   4.96945,   0.34727
   1.00000,  11.11328,   0.66284,   1.56021, 152.94922,   0.76772,   0.54057,   1.05657,  23.10027,  35.47077,   0.00000,  -0.01721,  17.54986,   5.35723,   0.37437
   1.00000,  14.19922,   0.59937,   1.56118, 161.62109,   0.35962,   0.45156,   0.87790,  48.18936,  17.97027,   0.00000,  -0.01152,  17.09631,   5.35806,   0.37443
   1.00000,  34.82422,   0.74780,   1.37905, 122.24609,   0.70894,   1.15701,   0.81565, 591.41680,   0.92138,   0.00000,  -0.00061, 414.23124,   4.45758,   0.31150
   1.00000,  32.59766,   0.74097,   1.49233, 138.18359,   0.81353,   1.26053,   0.84830, 550.66117,   1.26984,   0.00000,   0.00123, 444.00689,   5.06029,   0.35362
   1.00000,  10.48828,   0.99878,   1.14614,  87.32422,   0.51616,   0.20825,   1.13526,   9.50232,  24.09195,   0.00000,  -0.01430,   4.83326,   2.62160,   0.18320
   1.00000,  38.37891,   0.62183,   1.57095, 133.37891,   0.83813,   1.40488,   0.83366, 958.87743,   0.75103,   0.00000,  -0.00151, 797.28649,   5.39927,   0.37731
   1.00000,  35.44922,   0.80884,   1.25015, 184.70703,   0.34731,   0.72561,   0.71414, 498.98580,   1.31982,   0.00000,  -0.00276, 171.00296,   3.56548,   0.24916
   1.00000,  15.48828,   0.93530,   1.46597, 171.58203,   0.85864,   0.76769,   0.99600,  57.64613,  14.69983,   0.00000,  -0.00931,  49.14566,   4.93868,   0.34512
   1.00000,  20.01953,   0.54272,   1.56558, 129.86328,   0.47310,   0.73264,   0.81676, 135.42746,   5.15199,   0.00000,  -0.00152,  63.13846,   5.37273,   0.37545
   1.00000,  49.16016,   0.53540,   1.25796, 155.29297,   0.31450,   0.82212,   0.64423,1346.75631,   0.41607,   0.00000,  -0.00170, 418.20356,   3.60827,   0.25215
   1.00000,  38.22266,   0.61743,   1.43374,  82.51953,   0.35278,   0.90545,   0.66823, 835.04122,   0.47037,   0.00000,  -0.00045, 290.64893,   4.75987,   0.33263
   1.00000,  25.33203,   0.77808,   1.24185, 118.73047,   0.77046,   0.84783,   0.90470, 178.56950,   2.32489,   0.00000,  -0.00054, 136.15969,   3.49661,   0.24435
   1.00000,  27.16797,   0.61694,   1.49673, 188.69141,   0.23589,   0.60991,   0.67332, 319.71810,   2.99523,   0.00000,  -0.00258,  74.61921,   5.07511,   0.35466
   1.00000,  10.95703,   0.80444,   1.51528, 162.67578,   0.88325,   0.56248,   1.09011,  21.35970,  39.36357,   0.00000,  -0.01862,  18.75201,   5.16853,   0.36118
   1.00000,  14.78516,   0.62134,   1.18765, 199.70703,   0.25981,   0.22500,   0.94308,  30.56638,  19.66824,   0.00000,  -0.01589,   7.85177,   3.01034,   0.21037
   1.00000,  22.08984,   0.91187,   1.27065, 139.70703,   0.71646,   0.77522,   0.91240, 126.32195,   4.12563,   0.00000,  -0.00366,  89.43181,   3.73036,   0.26068
   1.00000,  33.84766,   0.82935,   1.34780, 159.39453,   0.34185,   0.78446,   0.69795, 519.87909,   1.30839,   0.00000,  -0.00219, 175.37951,   4.26743,   0.29821
   1.00000,  22.01172,   0.69702,   1.31509, 105.72266,   0.68159,   0.78619,   0.89430, 135.47859,   3.15541,   0.00000,  -0.00348,  91.17193,   4.04351,   0.28257
   1.00000,  33.53516,   0.60571,   1.39810, 143.45703,   0.50044,   0.97150,   0.74763, 540.45857,   1.21080,   0.00000,  -0.00168, 266.52172,   4.56154,   0.31877
   1.00000,  13.10547,   0.81958,   1.20083, 133.61328,   0.36030,   0.25900,   0.99971,  22.24077,  18.89478,   0.00000,  -0.01450,   7.90527,   3.14516,   0.21979
   1.00000,  19.16016,   0.66040,   1.13296, 160.33203,   0.20991,   0.22778,   0.87880,  54.41904,   7.25559,   0.00000,  -0.00879,  11.31161,   2.46266,   0.17209
   1.00000,  32.01172,   0.89868,   1.33950,  98.10547,   0.69663,   1.06893,   0.82963, 434.51436,   0.95195,   0.00000,  -0.00135, 298.96386,   4.21626,   0.29464
   1.00000,  18.80859,   0.86011,   1.30825, 194.66797,   0.47310,   0.56314,   0.87726,  83.68904,   9.31271,   0.00000,  -0.00980,  39.01718,   4.00359,   0.27978
   1.00000,  24.94141,   0.86792,   1.32241,  91.19141,   0.37329,   0.64624,   0.77559, 199.91934,   1.87086,   0.00000,  -0.00275,  73.60660,   4.10149,   0.28662
   1.00000,  21.50391,   0.62964,   1.32876, 109.00391,   0.87095,   0.88503,   0.94339, 129.08977,   3.48931,   0.00000,   0.00017, 111.69088,   4.13228,   0.28877
   1.00000,  43.41797,   0.69507,   1.26235, 118.96484,   0.82651,   1.23910,   0.83663, 940.05349,   0.46266,   0.00000,   0.00013, 770.44905,   3.65590,   0.25548
   1.00000,  31.19141,   0.66479,   1.54360, 147.44141,   0.70142,   1.18443,   0.81384, 504.08310,   1.54655,   0.00000,  -0.00022, 349.25393,   5.28746,   0.36949
   1.00000,  21.81641,   0.61938,   1.54897, 155.76172,   0.65083,   0.91483,   0.85509, 173.15531,   4.77486,   0.00000,  -0.00585, 111.20119,   5.30806,   0.37093
   1.00000,  34.74609,   0.81226,   1.27310, 141.23047,   0.81421,   1.12084,   0.86099, 493.53870,   1.07167,   0.00000,   0.00109, 398.29074,   3.74501,   0.26171
   1.00000,  27.53906,   0.65771,   1.43740, 149.96094,   0.75166,   1.07545,   0.85560, 313.74443,   2.28550,   0.00000,  -0.00325, 233.25911,   4.78166,   0.33415
   1.00000,  20.60547,   0.91333,   1.48208,  81.11328,   0.49155,   0.74041,   0.82735, 137.89201,   2.95117,   0.00000,  -0.00496,  66.79225,   5.01697,   0.35059
   1.00000,  22.87109,   0.98901,   1.43716, 116.85547,   0.21265,   0.49254,   0.71373, 180.11848,   3.10913,   0.00000,  -0.00340,  37.92483,   4.79234,   0.33489
   1.00000,  32.71484,   0.77905,   1.42739, 109.82422,   0.29741,   0.75832,   0.67331, 520.70261,   0.99842,   0.00000,  -0.00148, 152.96464,   4.73375,   0.33080
   1.00000,  36.23047,   0.67554,   1.56313, 110.52734,   0.41636,   1.01998,   0.68930, 802.29426,   0.73977,   0.00000,  -0.00072, 329.29989,   5.36985,   0.37525
   1.00000,  18.37891,   0.82739,   1.56851,  90.48828,   0.31724,   0.55544,   0.78699, 105.26395,   4.63963,   0.00000,  -0.00422,  32.97009,   5.39723,   0.37716
   1.00000,  46.50391,   0.85767,   1.37319, 144.86328,   0.64468,   1.27415,   0.76172,1398.60826,   0.45850,   0.00000,  -0.00092, 889.61042,   4.42668,   0.30934
   1.00000,  14.66797,   0.74292,   1.59048, 190.21484,   0.80464,   0.75654,   0.98211,  54.35072,  19.18600,   0.00000,  -0.00957,  43.33099,   5.48208,   0.38309
   1.00000,  15.37109,   0.70776,   1.40591, 199.35547,   0.73013,   0.65250,   0.97402,  52.61993,  17.47287,   0.00000,  -0.01255,  37.97758,   4.61197,   0.32229
   1.00000,  26.03516,   0.82300,   1.46499,  84.16016,   0.40337,   0.78452,   0.75065, 273.35177,   1.51801,   0.00000,  -0.00337, 108.71083,   4.93050,   0.34455
   1.00000,  17.40234,   0.77515,   1.42300, 195.01953,   0.61255,   0.68189,   0.91076,  77.97844,  11.77891,   0.00000,  -0.00669,  47.10467,   4.70979,   0.32913
   1.00000,  45.80078,   0.57300,   1.36880, 138.88672,   0.35757,   0.95274,   0.65254,1323.53154,   0.46014,   0.00000,   0.00058, 466.89295,   4.38496,   0.30643
   1.00000,  11.69922,   0.94800,   1.34243, 199.12109,   0.43550,   0.32886,   1.00709,  21.31403,  39.58190,   0.00000,  -0.02216,   9.14897,   4.23687,   0.29608
   1.00000,  12.55859,   0.78198,   1.54263, 100.91797,   0.27622,   0.34018,   0.89961,  32.90457,  16.21795,   0.00000,  -0.00815,   8.98226,   5.28791,   0.36953
   1.00000,  33.57422,   0.73706,   1.52212, 155.99609,   0.38081,   0.92158,   0.69012, 617.87870,   1.31204,   0.00000,  -0.00205, 232.04958,   5.19679,   0.36316
   1.00000,  37.51953,   0.51636,   1.46450, 187.16797,   0.61187,   1.17006,   0.76303, 814.99888,   1.12800,   0.00000,  -0.00037, 491.76783,   4.91174,   0.34324
   1.00000,  32.55859,   0.53198,   1.29263, 126.11328,   0.72124,   1.01559,   0.83535, 419.76889,   1.16309,   0.00000,  -0.00198, 299.20211,   3.87136,   0.27054
   1.00000,  45.29297,   0.99976,   1.59829, 120.83984,   0.66245,   1.39262,   0.75912,1610.99695,   0.41397,   0.00000,  -0.00011,1053.28747,   5.51890,   0.38567
   1.00000,  20.56641,   0.93823,   1.25210, 165.83984,   0.38423,   0.50347,   0.84600,  98.01245,   6.06825,   0.00000,  -0.00654,  37.13826,   3.58638,   0.25062
   1.00000,  37.48047,   0.56177,   1.31802, 177.32422,   0.33911,   0.79017,   0.68423, 670.58369,   1.07202,   0.00000,   0.00047, 224.41740,   4.05404,   0.28330
   1.00000,  48.57422,   0.79468,   1.33462, 110.99609,   0.29331,   0.87529,   0.62487,1505.12670,   0.30828,   0.00000,  -0.00232, 436.10205,   4.18028,   0.29212
   1.00000,  39.51172,   0.72827,   1.53384,  83.22266,   0.81284,   1.39471,   0.82589,1017.01153,   0.42945,   0.00000,   0.00054, 819.31636,   5.24805,   0.36674
   1.00000,  33.30078,   0.54175,   1.36831, 144.39453,   0.27349,   0.68396,   0.66964, 508.06813,   1.24462,   0.00000,  -0.00297, 137.33115,   4.37934,   0.30603
   1.00000,  29.82422,   0.81030,   1.13149, 107.24609,   0.44644,   0.55895,   0.82568, 204.79665,   1.28684,   0.00000,  -0.00302,  90.10990,   2.45734,   0.17172
   1.00000,  12.20703,   0.75757,   1.10854, 121.42578,   0.51890,   0.20225,   1.09728,  12.55804,  21.24863,   0.00000,  -0.01734,   6.42147,   2.19757,   0.15357
   1.00000,  10.64453,   0.56616,   1.30776,  94.23828,   0.27280,   0.20449,   1.02250,  15.09191,  24.87127,   0.00000,  -0.01314,   4.06914,   3.98304,   0.27834
   1.00000,  26.77734,   0.92358,   1.47769, 125.64453,   0.38286,   0.78662,   0.73575, 301.35258,   2.08301,   0.00000,  -0.00358, 113.78159,   4.99600,   0.34913
   1.00000,  45.25391,   0.86401,   1.12319, 165.25391,   0.54761,   0.82485,   0.78192, 689.84635,   0.56759,   0.00000,  -0.00108, 372.30865,   2.36938,   0.16557
   1.00000,  21.28906,   0.96045,   1.36221, 176.21094,   0.33604,   0.55880,   0.79163, 132.24093,   5.81318,   0.00000,  -0.00475,  43.85761,   4.36261,   0.30486
   1.00000,  49.00391,   0.58521,   1.15444, 182.36328,   0.76567,   1.05290,   0.81394, 991.26707,   0.49328,   0.00000,   0.00040, 751.03137,   2.68132,   0.18737
   1.00000,  19.47266,   0.73315,   1.17202, 169.47266,   0.67134,   0.53468,   0.95633,  66.55833,   7.30590,   0.00000,  -0.00656,  44.10825,   2.86930,   0.20051
   1.00000,  13.76953,   0.56323,   1.19888, 108.41797,   0.41499,   0.28575,   0.99583,  25.49685,  13.21886,   0.00000,  -0.01090,  10.43083,   3.10870,   0.21724
   1.00000,  23.14453,   0.65991,   1.40151, 177.79297,   0.39653,   0.67146,   0.78316, 178.55911,   4.56478,   0.00000,  -0.00199,  69.81353,   4.58445,   0.32037
   1.00000,  43.37891,   0.80933,   1.41226, 178.37891,   0.22563,   0.76267,   0.59932,1192.94244,   0.69560,   0.00000,   0.00174, 266.39786,   4.65194,   0.32508
   1.00000,  37.91016,   0.81519,   1.12905, 116.03516,   0.35894,   0.59153,   0.75435, 416.12193,   0.67791,   0.00000,  -0.00280, 147.35153,   2.43111,   0.16989
   1.00000,  15.17578,   0.69702,   1.40737, 131.26953,   0.39038,   0.45310,   0.89290,  50.72413,  11.95531,   0.00000,  -0.01056,  19.52614,   4.61968,   0.32283
   1.00000,  41.28906,   0.71045,   1.11221, 116.21094,   0.68604,   0.81429,   0.83311, 494.50466,   0.52552,   0.00000,  -0.00144, 334.98767,   2.23623,   0.15627
   1.00000,  45.52734,   0.91675,   1.15005, 174.39453,   0.57632,   0.91963,   0.78041, 788.23179,   0.58826,   0.00000,  -0.00141, 447.80548,   2.65881,   0.18580
   1.00000,  37.16797,   0.74194,   1.22866,  92.71484,   0.76089,   1.06146,   0.84234, 545.98676,   0.57477,   0.00000,  -0.00037, 411.02255,   3.38474,   0.23653
   1.00000,  11.38672,   0.68872,   1.22231, 148.73047,   0.71372,   0.34104,   1.10402,  15.43200,  32.06669,   0.00000,  -0.01980,  10.88282,   3.32718,   0.23251
   1.00000,  40.91797,   0.55786,   1.31460,  99.51172,   0.33296,   0.82125,   0.66796, 867.37246,   0.46236,   0.00000,   0.00019, 285.04372,   4.03008,   0.28163
   1.00000,  39.70703,   0.61401,   1.31216, 146.85547,   0.38765,   0.87576,   0.69376, 790.19432,   0.74669,   0.00000,  -0.00183, 302.06695,   4.01774,   0.28076
   1.00000,  12.40234,   0.72144,   1.11050, 170.76172,   0.41226,   0.17183,   1.07518,  13.28997,  28.49245,   0.00000,  -0.02349,   5.40134,   2.21750,   0.15496
   1.00000,  29.90234,   0.94019,   1.47036, 187.51953,   0.63101,   1.07629,   0.80451, 416.67283,   2.23245,   0.00000,  -0.00102, 259.35495,   4.96055,   0.34665
   1.00000,  45.09766,   0.98608,   1.52358,  88.84766,   0.24478,   0.86237,   0.59106,1501.36474,   0.30834,   0.00000,  -0.00102, 363.51200,   5.21044,   0.36411
   1.00000,  12.28516,   0.66138,   1.47622, 112.16797,   0.74585,   0.56286,   1.03154,  29.00420,  19.25646,   0.00000,  -0.01047,  21.39340,   4.97930,   0.34796
   1.00000,  33.65234,   0.76831,   1.28237, 189.51172,   0.56538,   0.93736,   0.78846, 456.48392,   1.58285,   0.00000,  -0.00015, 254.38855,   3.81268,   0.26643
   1.00000,  24.47266,   0.66431,   1.29312, 153.76953,   0.33091,   0.56101,   0.77365, 178.92617,   3.33946,   0.00000,  -0.00472,  58.44064,   3.88580,   0.27154
   1.00000,  23.65234,   0.89331,   1.20474, 131.26953,   0.39038,   0.52697,   0.83022, 132.34725,   3.15785,   0.00000,  -0.00276,  50.94679,   3.18378,   0.22249
   1.00000,  14.82422,   0.81519,   1.12905, 116.03516,   0.67681,   0.34978,   1.04834,  24.88108,  11.33768,   0.00000,  -0.01004,  16.62492,   2.43111,   0.16989
   1.00000,  37.71484,   0.65503,   1.49722,  94.82422,   0.20991,   0.70711,   0.60267, 856.05856,   0.56264,   0.00000,   0.00021, 177.94134,   5.07945,   0.35496
   1.00000,  17.94922,   0.53638,   1.10122, 142.16797,   0.47856,   0.27397,   0.97131,  37.97979,   7.82555,   0.00000,  -0.01111,  17.91089,   2.09058,   0.14609
   1.00000,  27.12891,   0.91870,   1.11538, 189.62891,   0.46626,   0.50454,   0.85971, 143.30964,   3.02314,   0.00000,  -0.00644,  65.84880,   2.28470,   0.15966
   1.00000,  40.09766,   0.52222,   1.21108, 193.84766,   0.62690,   0.95228,   0.78940, 650.93441,   0.95709,   0.00000,   0.00073, 402.50517,   3.21388,   0.22459
   1.00000,  43.41797,   0.69507,   1.33804, 118.96484,   0.82651,   1.32408,   0.82995,1079.41828,   0.46266,   0.00000,   0.00095, 884.66964,   4.19789,   0.29335
   1.00000,  18.73047,   0.60864,   1.14614,  91.07422,   0.44849,   0.36557,   0.93102,  53.63172,   4.41163,   0.00000,  -0.00546,  23.70586,   2.59792,   0.18155
   1.00000,  21.19141,   0.60132,   1.41860,  96.46484,   0.52026,   0.73180,   0.83871, 139.82054,   3.22656,   0.00000,  -0.00232,  71.68389,   4.67672,   0.32681
   1.00000,  21.26953,   0.71948,   1.48013, 115.91797,   0.80874,   0.96679,   0.91266, 151.17623,   3.83466,   0.00000,  -0.00190, 121.15692,   5.00104,   0.34948
   1.00000,  14.86328,   0.94312,   1.32583, 117.20703,   0.32271,   0.36729,   0.90215,  42.57376,  11.36213,   0.00000,  -0.00821,  13.56305,   4.12713,   0.28841
   1.00000,  48.88672,   0.65649,   1.44106,  81.23047,   0.51069,   1.21693,   0.69926,1762.15782,   0.22131,   0.00000,   0.00137, 886.79667,   4.80090,   0.33549
   1.00000,  13.84766,   0.94409,   1.10171, 130.09766,   0.35415,   0.19199,   1.03249,  17.75649,  15.59518,   0.00000,  -0.01496,   6.20428,   2.12852,   0.14874
   1.00000,  29.27734,   0.58862,   1.38394,  82.63672,   0.37944,   0.76432,   0.73106, 353.00845,   1.04816,   0.00000,  -0.00323, 132.10087,   4.47755,   0.31290
   1.00000,  23.88672,   0.67358,   1.41665, 175.68359,   0.80190,   0.99612,   0.89597, 199.96820,   4.10310,   0.00000,  -0.00145, 158.86586,   4.67026,   0.32636
   1.00000,  27.91016,   0.55103,   1.53091, 149.08203,   0.42388,   0.86587,   0.73550, 356.95733,   2.18267,   0.00000,  -0.00086, 149.14827,   5.22612,   0.36521
   1.00000,  33.45703,   0.78589,   1.29653, 180.60547,   0.27827,   0.65703,   0.68731, 460.88093,   1.53504,   0.00000,  -0.00370, 126.73789,   3.91721,   0.27374
   1.00000,  22.05078,   0.57983,   1.44644,  88.14453,   0.60161,   0.83218,   0.84916, 162.50200,   2.61682,   0.00000,  -0.00240,  96.39654,   4.82433,   0.33713
   1.00000,  25.56641,   0.75073,   1.59829, 153.06641,   0.82173,   1.15870,   0.87722, 289.41168,   2.91555,   0.00000,  -0.00245, 235.78140,   5.51261,   0.38523
   1.00000,  46.28906,   0.52295,   1.54971, 161.21094,   0.24854,   0.87382,   0.58578,1653.04519,   0.51738,   0.00000,   0.00053, 406.33969,   5.30518,   0.37073
   1.00000,  43.61328,   0.75659,   1.40396, 130.44922,   0.81147,   1.37274,   0.82184,1199.67245,   0.50054,   0.00000,  -0.00239, 964.79280,   4.60317,   0.32167
   1.00000,  24.94141,   0.50220,   1.18179,  97.63672,   0.74927,   0.69022,   0.91019, 143.38457,   2.00309,   0.00000,  -0.00351, 106.25550,   2.94164,   0.20557
   1.00000,  27.94922,   0.65259,   1.21890, 102.20703,   0.30356,   0.52608,   0.75909, 226.00934,   1.49012,   0.00000,  -0.00199,  67.75707,   3.29509,   0.23026
   1.00000,  12.32422,   0.52905,   1.28530, 144.74609,   0.57769,   0.36896,   1.03416,  22.44733,  24.61380,   0.00000,  -0.01481,  12.78312,   3.81713,   0.26675
   1.00000,  36.69922,   0.94312,   1.40493, 189.16016,   0.87300,   1.32023,   0.86117, 716.63768,   1.21817,   0.00000,   0.00049, 621.56338,   4.61508,   0.32251
   1.00000,  40.99609,   0.63745,   1.28823, 189.98047,   0.83608,   1.23660,   0.84225, 832.97950,   0.87767,   0.00000,  -0.00150, 690.85495,   3.84820,   0.26892
   1.00000,  26.15234,   0.54077,   1.48599, 182.01172,   0.78413,   1.08304,   0.86754, 282.04132,   3.23905,   0.00000,  -0.00287, 218.97022,   5.01916,   0.35075
   1.00000,  22.44141,   0.97095,   1.43911, 198.30078,   0.53052,   0.79908,   0.82663, 170.50549,   5.58501,   0.00000,  -0.00588,  89.14240,   4.80218,   0.33558
   1.00000,  35.99609,   0.85913,   1.35073, 100.80078,   0.78481,   1.20902,   0.83942, 628.19623,   0.68794,   0.00000,   0.00027, 488.15074,   4.28726,   0.29960
   1.00000,  34.39453,   0.52417,   1.13589, 172.98828,   0.81216,   0.80062,   0.87702, 316.93108,   1.35331,   0.00000,  -0.00597, 255.10342,   2.47940,   0.17326
   1.00000,  12.01172,   0.79028,   1.46499, 158.10547,   0.34663,   0.34029,   0.94877,  26.83840,  29.03898,   0.00000,  -0.01595,   9.17965,   4.92937,   0.34447
   1.00000,  39.27734,   0.71362,   1.25894, 112.63672,   0.55444,   0.98374,   0.76505, 691.06434,   0.59170,   0.00000,  -0.00312, 377.63359,   3.63030,   0.25369
   1.00000,  47.91016,   0.62280,   1.25405,  86.03516,   0.85181,   1.29278,   0.83199,1238.66823,   0.24903,   0.00000,   0.00194,1047.31672,   3.58527,   0.25054
   1.00000,  31.89453,   0.80542,   1.41714, 135.48828,   0.76841,   1.17254,   0.84330, 476.91016,   1.32924,   0.00000,  -0.00190, 362.65412,   4.67884,   0.32696
   1.00000,  47.44141,   0.90845,   1.27554, 120.13672,   0.79302,   1.30120,   0.81964,1263.75922,   0.35814,   0.00000,  -0.00115, 992.57511,   3.76740,   0.26327
   1.00000,  16.30859,   0.88647,   1.58950, 157.16797,   0.43687,   0.60078,   0.85522,  74.70891,  11.53360,   0.00000,  -0.00745,  32.16909,   5.48243,   0.38312
   1.00000,  17.16797,   0.57349,   1.17397, 185.76172,   0.22358,   0.23421,   0.89245,  45.70163,  11.68556,   0.00000,  -0.01214,  10.11365,   2.87491,   0.20090
   1.00000,  24.51172,   0.79077,   1.28140, 166.30859,   0.20034,   0.42173,   0.73262, 176.11700,   3.59454,   0.00000,  -0.00416,  34.95047,   3.80654,   0.26601
   1.00000,  41.50391,   0.75366,   1.42007, 169.00391,   0.52095,   1.13217,   0.72411,1054.04176,   0.75245,   0.00000,  -0.00200, 541.10906,   4.69290,   0.32795
   1.00000,  33.80859,   0.79761,   1.50308, 119.66797,   0.39312,   0.93457,   0.69581, 620.68686,   0.98570,   0.00000,  -0.00019, 240.60086,   5.11260,   0.35727
   1.00000,  38.80859,   0.61011,   1.31558, 134.66797,   0.48062,   0.96724,   0.73031, 742.06241,   0.73338,   0.00000,   0.00178, 351.45390,   4.04117,   0.28240
   1.00000,  47.83203,   0.99976,   1.14761,  89.55078,   0.71919,   1.05228,   0.81735, 906.57033,   0.26047,   0.00000,  -0.00199, 644.31276,   2.63691,   0.18427
   1.00000,  39.43359,   0.97729,   1.45669,  80.29297,   0.71030,   1.29180,   0.79714, 942.61329,   0.41680,   0.00000,   0.00051, 661.49966,   4.89311,   0.34194
   1.00000,  37.75391,   0.52954,   1.20132, 186.11328,   0.52505,   0.82557,   0.77185, 528.66633,   1.10088,   0.00000,  -0.00094, 273.53844,   3.12713,   0.21853
   1.00000,  19.74609,   0.93433,   1.46060,  96.23047,   0.54419,   0.74529,   0.85657, 118.80439,   3.97850,   0.00000,  -0.00361,  63.71684,   4.91178,   0.34324
   1.00000,  39.00391,   0.91089,   1.45132, 161.50391,   0.56470,   1.16360,   0.74648, 906.71141,   0.86638,   0.00000,  -0.00269, 504.68015,   4.86401,   0.33990
   1.00000,  13.18359,   0.68042,   1.47231, 105.48828,   0.81968,   0.63938,   1.02758,  35.71298,  14.65390,   0.00000,  -0.00547,  29.02026,   4.96107,   0.34669
   1.00000,  17.16797,   0.99194,   1.12173, 152.71484,   0.32954,   0.26777,   0.94537,  37.49918,   9.60671,   0.00000,  -0.01164,  12.19756,   2.35893,   0.16484
   1.00000,  20.91797,   0.80786,   1.16567, 177.67578,   0.68296,   0.57536,   0.94455,  80.83950,   6.17902,   0.00000,  -0.00547,  54.51285,   2.81135,   0.19646
   1.00000,  30.80078,   0.72046,   1.55630, 106.89453,   0.22974,   0.67986,   0.63886, 490.51582,   1.16445,   0.00000,  -0.00185, 111.51855,   5.34340,   0.37340
   1.00000,  36.97266,   0.63940,   1.14077, 146.97266,   0.36509,   0.58903,   0.75364, 403.98968,   0.92565,   0.00000,  -0.00017, 145.49220,   2.54436,   0.17780
   1.00000,  30.37109,   0.75757,   1.34341, 124.35547,   0.51890,   0.89785,   0.77954, 372.81763,   1.41297,   0.00000,  -0.00371, 190.63772,   4.23609,   0.29602
   1.00000,  12.79297,   0.55005,   1.14224, 131.38672,   0.77114,   0.30669,   1.09950,  16.77570,  19.97503,   0.00000,  -0.01399,  12.80308,   2.55045,   0.17823
   1.00000,  14.74609,   0.56226,   1.52310,  81.23047,   0.46421,   0.53606,   0.90162,  52.30499,   8.06378,   0.00000,  -0.00409,  23.92794,   5.19233,   0.36285
   1.00000,  40.44922,   0.52124,   1.51431, 112.87109,   0.50112,   1.14043,   0.71010,1070.71925,   0.54288,   0.00000,   0.00109, 528.73202,   5.14986,   0.35988
   1.00000,  47.08984,   0.97437,   1.33315, 124.70703,   0.80396,   1.36603,   0.81983,1370.20109,   0.38015,   0.00000,   0.00149,1091.44024,   4.17689,   0.29189
   1.00000,  46.54297,   0.73413,   1.14517, 162.08984,   0.53735,   0.87019,   0.76413, 822.95837,   0.51173,   0.00000,  -0.00095, 435.80439,   2.59816,   0.18156
   1.00000,  38.69141,   0.75854,   1.15054, 184.94141,   0.21401,   0.47498,   0.69103, 483.21961,   1.01634,   0.00000,  -0.00435, 102.39028,   2.65553,   0.18557
   1.00000,  29.31641,   0.82788,   1.30142, 124.58984,   0.37808,   0.71538,   0.74821, 312.98758,   1.57398,   0.00000,  -0.00019, 116.70690,   3.95407,   0.27632
   1.00000,  33.33984,   0.56909,   1.59146, 115.44922,   0.43208,   0.99887,   0.70446, 637.77067,   0.99163,   0.00000,  -0.00289, 271.61790,   5.47803,   0.38281
   1.00000,  12.16797,   0.63599,   1.36147,  80.76172,   0.66108,   0.46029,   1.03692,  24.58708,  14.26925,   0.00000,  -0.00990,  16.04164,   4.34413,   0.30357
   1.00000,  35.60547,   0.79272,   1.59976, 104.90234,   0.60229,   1.21281,   0.76055, 782.72046,   0.73975,   0.00000,  -0.00052, 464.84011,   5.51959,   0.38572
   1.00000,  25.64453,   0.72729,   1.49526, 169.23828,   0.87778,   1.14241,   0.89968, 268.80998,   3.19422,   0.00000,  -0.00190, 234.47364,   5.07354,   0.35455
   1.00000,  11.66016,   0.63843,   1.11587, 163.49609,   0.33706,   0.13516,   1.08570,  11.31358,  32.82797,   0.00000,  -0.02431,   3.76346,   2.27163,   0.15874
   1.00000,  28.45703,   0.77319,   1.28042, 155.17578,   0.22700,   0.50961,   0.70657, 274.98919,   2.14341,   0.00000,  -0.00321,  61.77842,   3.79837,   0.26543
   1.00000,  17.32422,   0.65356,   1.21841, 189.04297,   0.53804,   0.46422,   0.94162,  53.75599,  11.57310,   0.00000,  -0.01087,  28.50357,   3.29091,   0.22997
   1.00000,  30.83984,   0.91284,   1.31021, 150.95703,   0.41772,   0.79111,   0.75043, 370.36049,   1.63820,   0.00000,  -0.00333, 152.50820,   4.01919,   0.28087
   1.00000,  35.64453,   0.87866,   1.12026, 139.23828,   0.35278,   0.54803,   0.77011, 332.57643,   0.97866,   0.00000,  -0.00359, 115.75834,   2.33756,   0.16335
   1.00000,  19.51172,   0.97827,   1.28384, 121.30859,   0.46284,   0.56399,   0.87142,  89.42123,   5.19822,   0.00000,  -0.00529,  40.78699,   3.83181,   0.26777
   1.00000,  37.16797,   0.77417,   1.22866,  98.69141,   0.67954,   1.00983,   0.81924, 546.27741,   0.61182,   0.00000,   0.00112, 366.50222,   3.38654,   0.23666
