core_r,ref_mult,fuel_frac,keff,r_mass,c_mass,p_mass,mass
  47.14286,   0.85757,   0.10000,   1.18748,3027033.45897,657203.08551,5563531.21063,9247767.75511
  41.42857,   0.00100,   0.34286,   1.34114,1140.39184,986918.54770,695520.15601,1683579.09556
  12.85714,   1.17879,   0.64643,   0.93507,106051.74372,49708.91416,176556.20709,332316.86497
  32.85714,   1.17879,   0.40357,   1.47919,1770002.86611,559800.71712,2946721.87027,5276525.45351
  21.42857,   1.17879,   0.46429,   1.21362,490980.52410,173997.16591,817390.22910,1482367.91912
  50.00000,   0.75050,   0.34286,   1.63615,2913335.96146,1734968.10489,5625083.49837,10273387.56472
  15.71429,   0.32221,   0.70714,   1.05928,27180.93849,98137.23560,80540.66142,205858.83550
  38.57143,   0.42929,   0.16071,   1.09711,588388.41118,469079.05346,1474234.84829,2531702.31294
  38.57143,   0.75050,   0.10000,   1.02422,1337450.68457,359955.68404,2582356.40351,4279762.77212
  24.28571,   0.64343,   0.16071,   0.80701,263052.66541,117084.99281,540921.88065,921059.53887
  18.57143,   0.21514,   0.28214,   0.68943,27169.58539,76720.75161,105631.92770,209522.26470
  50.00000,   0.10807,   0.46429,   1.66792,240671.99950,2210408.88310,1606207.38244,4057288.26504
  21.42857,   1.07171,   0.22143,   0.89615,414716.46843,99146.13700,709313.63121,1223176.23664
  41.42857,   0.00100,   0.16071,   0.92403,1140.39184,581230.83779,695520.15601,1277891.38564
  35.71429,   0.75050,   0.28214,   1.34101,1061711.73843,545635.82101,2049958.28112,3657305.84056
  44.28571,   0.00100,   0.88929,   1.85869,1392.98072,2692091.04006,849573.04915,3543057.06993
  18.57143,   0.96464,   0.58571,   1.18914,225199.68302,137626.48208,397854.08773,760680.25283
  38.57143,   0.42929,   0.40357,   1.50321,588388.41118,905610.38990,1474234.84829,2968233.64937
  47.14286,   0.00100,   0.82857,   1.85833,1680.35890,3048212.35079,1024843.78109,4074736.49077
  27.14286,   0.00100,   0.28214,   0.88551, 320.71634,239521.01957,195603.54054,435445.27645
  15.71429,   0.64343,   0.88929,   1.24773,71264.72003,120277.16915,146543.45479,338085.34397
  38.57143,   0.85757,   0.16071,   1.19940,1657931.80733,469079.05346,3047193.06219,5174203.92298
  12.85714,   0.42929,   0.64643,   0.84785,21792.14643,49708.91416,54601.24821,126102.30880
  47.14286,   0.32221,   0.52500,   1.72182,733884.87219,2051958.76455,2174596.47439,4960440.11113
  44.28571,   1.17879,   0.40357,   1.66327,4333866.51034,1370676.63949,7215072.62691,12919615.77674
  38.57143,   1.50000,   0.10000,   1.14475,4482206.79361,359955.68404,7032993.24442,11875155.72208
  24.28571,   1.50000,   0.64643,   1.48826,1118786.15414,335006.76106,1755478.01035,3209270.92556
  10.00000,   1.50000,   0.28214,   0.44933,78107.84735,11977.79323,122558.37092,212644.01150
  27.14286,   1.50000,   0.88929,   1.70540,1561929.72057,619820.20193,2450810.87929,4632560.80179
  18.57143,   1.28586,   0.64643,   1.26304,374377.65678,149808.75505,609212.53773,1133398.94955
  41.42857,   1.50000,   0.16071,   1.32718,5553854.49548,581230.83779,8714506.70301,14849592.03628
  50.00000,   0.64343,   0.28214,   1.54761,2295621.61621,1497224.15384,4720545.06632,8513390.83637
  44.28571,   0.85757,   0.70714,   1.84181,2509344.44164,2196546.31467,4612045.52528,9317936.28159
  41.42857,   0.96464,   0.88929,   1.89180,2499951.40347,2203934.76707,4416595.40407,9120481.57461
  41.42857,   1.17879,   0.22143,   1.40644,3548007.45437,716466.77591,5906765.10294,10171239.33322
  38.57143,   1.39293,   0.82857,   1.85386,3892912.27579,1669531.66537,6212354.37267,11774798.31382
  21.42857,   1.17879,   0.82857,   1.49958,490980.52410,286270.77263,817390.22910,1594641.52583
  35.71429,   1.39293,   0.16071,   1.22012,3090320.04513,372370.16890,4931568.42108,8394258.63511
  21.42857,   0.21514,   0.64643,   1.25927,41737.51078,230133.96927,162270.18772,434141.66777
  15.71429,   1.28586,   0.16071,   0.59169,226807.89890,31719.99500,369077.08877,627604.98267
  44.28571,   0.96464,   0.58571,   1.78495,3053673.30941,1866194.07883,5394840.66976,10314708.05800
  32.85714,   1.07171,   0.16071,   1.12025,1495068.13755,289960.00205,2557101.75574,4342129.89534
  44.28571,   0.32221,   0.46429,   1.63572,608374.48605,1535866.40044,1802692.85087,3946933.73735
  35.71429,   0.85757,   0.82857,   1.79909,1316120.04964,1325328.39323,2418960.69943,5060409.14231
  30.00000,   0.53636,   0.82857,   1.68724,378728.45921,785527.15719,846279.99279,2010535.60919
  24.28571,   0.42929,   0.88929,   1.57574,146865.33621,443967.64518,367978.00998,958810.99137
  41.42857,   0.64343,   0.10000,   1.04481,1305840.46195,446017.23794,2685232.92624,4437090.62613
  15.71429,   1.17879,   0.64643,   1.11262,193628.36828,90758.11110,322354.81560,606741.29499
  24.28571,   0.85757,   0.82857,   1.56996,413829.89138,416725.28670,760597.97416,1591153.15224
  35.71429,   0.53636,   0.76786,   1.75369,638984.37593,1238701.29166,1427829.56998,3305515.23757
  24.28571,   1.50000,   0.76786,   1.56804,1118786.15414,389486.97812,1755478.01035,3263751.14262
  21.42857,   0.85757,   0.64643,   1.35042,284281.77152,230133.96927,522495.21848,1036910.95927
  50.00000,   0.85757,   0.10000,   1.22549,3611432.11610,784082.62147,6637625.76970,11033140.50727
  10.00000,   0.53636,   0.28214,   0.34966,14026.97997,11977.79323,31343.70344,57348.47664
  27.14286,   1.50000,   0.64643,   1.56736,1561929.72057,467700.65463,2450810.87929,4480441.25449
  41.42857,   0.75050,   0.52500,   1.69438,1657220.83764,1392581.68551,3199770.19824,6249572.72140
  32.85714,   1.17879,   0.70714,   1.71034,1770002.86611,897095.76039,2946721.87027,5613820.49677
  41.42857,   1.07171,   0.22143,   1.39427,2996895.08891,716466.77591,5125763.50279,8839125.36760
  50.00000,   0.75050,   0.52500,   1.79141,2913335.96146,2448109.63725,5625083.49837,10986529.09709
  27.14286,   0.75050,   0.82857,   1.63918,466065.95149,581787.33103,899882.44663,1947735.72914
  50.00000,   0.96464,   0.82857,   1.93933,4394826.66415,3636699.80181,7764219.42428,15795745.89025
  21.42857,   1.50000,   0.52500,   1.29324,768553.73785,192708.30025,1205931.25109,2167193.28920
  24.28571,   1.39293,   0.64643,   1.48359,971694.64819,335006.76106,1550641.54262,2857342.95187
  27.14286,   0.53636,   0.16071,   0.86508,280498.79301,163461.56004,626782.88560,1070743.23865
  47.14286,   0.42929,   0.52500,   1.73324,1074273.01873,2051958.76455,2691641.59372,5817873.37700
  15.71429,   0.85757,   0.95000,   1.30461,112112.42168,127656.29365,206056.84263,445825.55796
  21.42857,   1.07171,   0.34286,   1.06780,414716.46843,136571.80602,709313.63121,1260601.90565
  38.57143,   0.00100,   0.16071,   0.86900, 920.34677,469079.05346,561315.59999,1031315.00022
  10.00000,   1.07171,   0.82857,   0.83428,42147.48952,29093.59841,72087.29605,143328.38398
  12.85714,   0.53636,   0.88929,   1.05155,29812.42444,65876.72886,66616.74802,162305.90132
  32.85714,   0.00100,   0.16071,   0.75211, 568.90997,289960.00205,346975.78441,637504.69644
  44.28571,   1.39293,   0.64643,   1.83354,5892074.53397,2031383.83978,9402640.59453,17326098.96827
  47.14286,   0.64343,   0.64643,   1.82783,1924146.21624,2450467.44041,3956670.76134,8331284.41799
  30.00000,   0.42929,   0.70714,   1.60294,276841.15585,682831.10087,693638.54154,1653310.79825
  44.28571,   1.07171,   0.22143,   1.43833,3660686.57630,875159.20015,6261084.58631,10796930.36276
  15.71429,   0.85757,   0.46429,   0.91716,112112.42168,68619.39663,206056.84263,386788.66094
  35.71429,   1.07171,   0.34286,   1.46192,1919984.72532,632277.23377,3283861.24272,5836123.20181
  35.71429,   1.50000,   0.95000,   1.86698,3558121.14927,1498594.04533,5583018.17785,10639733.37245
  21.42857,   0.42929,   0.40357,   1.04467,100889.61388,155282.94035,252783.67449,508956.22872
  10.00000,   0.42929,   0.28214,   0.33437,10253.37614,11977.79323,25690.31635,47921.48573
  41.42857,   1.50000,   0.40357,   1.64220,5553854.49548,1122132.14755,8714506.70301,15390493.34604
  50.00000,   0.00100,   0.34286,   1.47743,2004.76875,1734968.10489,1222699.97843,2959672.85207
  12.85714,   0.00100,   0.46429,   0.57147,  34.08689,37583.37030,20789.45050,58406.90769
  24.28571,   0.21514,   0.52500,   1.24232,60757.42901,280526.09400,236217.23545,577500.75847
  10.00000,   0.32221,   0.16071,   0.20109,7004.54867,8174.26701,20755.39013,35934.20580
  21.42857,   1.07171,   0.88929,   1.53060,414716.46843,304984.99818,709313.63121,1429015.09782
  47.14286,   0.53636,   0.88929,   1.92330,1469643.35527,3247481.50060,3283961.73528,8001086.59115
  21.42857,   0.75050,   0.64643,   1.34154,229329.60708,230133.96927,442790.74076,902254.31711
  15.71429,   0.21514,   0.52500,   0.85958,16460.05434,75998.52112,63994.61919,156453.19466
  18.57143,   0.96464,   0.52500,   1.13176,225199.68302,125446.02016,397854.08773,748499.79091
  50.00000,   0.21514,   0.40357,   1.62473,530221.07630,1972668.85904,2061432.79705,4564322.73240
  47.14286,   0.00100,   0.52500,   1.65805,1680.35890,2051958.76455,1024843.78109,3078482.90453
  10.00000,   1.28586,   0.70714,   0.76851,58448.56925,25290.04077,95111.44844,178850.05846
  27.14286,   0.42929,   0.52500,   1.38001,205037.69437,391640.56687,513731.59041,1110409.85166
  10.00000,   1.17879,   0.28214,   0.42206,49898.17880,11977.79323,83071.08286,144947.05489
  38.57143,   1.28586,   0.64643,   1.76732,3354062.14683,1342141.72633,5457955.82395,10154159.69711
  21.42857,   1.17879,   0.64643,   1.37477,490980.52410,230133.96927,817390.22910,1538504.72248
  47.14286,   0.00100,   0.64643,   1.75619,1680.35890,2450467.44041,1024843.78109,3476991.58039
  38.57143,   0.00100,   0.95000,   1.82070, 920.34677,1887796.43218,561315.59999,2450032.37894
  44.28571,   0.75050,   0.40357,   1.62839,2024283.76514,1370676.63949,3908497.11600,7303457.52063
  47.14286,   1.28586,   0.76786,   1.90385,6123809.37322,2848972.82474,9965075.05532,18937857.25328
  10.00000,   0.85757,   0.46429,   0.54968,28891.45693,17683.27106,53101.00616,99675.73415
  41.42857,   1.07171,   0.88929,   1.89551,2996895.08891,2203934.76707,5125763.50279,10326593.35876
  32.85714,   1.39293,   0.64643,   1.68417,2406393.64124,829641.43219,3840150.76644,7076185.83988
  47.14286,   0.00100,   0.34286,   1.43624,1680.35890,1454217.14570,1024843.78109,2480741.28568
  38.57143,   1.17879,   0.64643,   1.76152,2863399.30740,1342141.72633,4767021.29921,8972562.33294
  44.28571,   1.28586,   0.70714,   1.85886,5076503.85127,2196546.31467,8260828.97317,15533879.13911
  27.14286,   0.96464,   0.10000,   0.81846,703069.98504,125434.97141,1242094.41046,2070599.36691
  35.71429,   0.32221,   0.34286,   1.35024,319084.87551,632277.23377,945490.05111,1896852.16039
  15.71429,   1.39293,   0.46429,   0.96680,263245.94334,68619.39663,420090.91686,751956.25683
  50.00000,   0.85757,   0.46429,   1.75636,3611432.11610,2210408.88310,6637625.76970,12459466.76890
  35.71429,   0.85757,   0.34286,   1.43749,1316120.04964,632277.23377,2418960.69943,4367357.98285
  21.42857,   1.17879,   0.10000,   0.68503,490980.52410,61720.77710,817390.22910,1370091.53031
  41.42857,   0.75050,   0.76786,   1.83553,1657220.83764,1933482.99527,3199770.19824,6790474.03116
  44.28571,   1.17879,   0.70714,   1.85584,4333866.51034,2196546.31467,7215072.62691,13745485.45192
  32.85714,   0.64343,   0.88929,   1.77353,651447.71821,1099482.14726,1339588.49770,3090518.36317
  35.71429,   0.42929,   0.82857,   1.77474,467081.80729,1325328.39323,1170295.44469,2962705.64521
  32.85714,   0.42929,   0.22143,   1.10952,363710.77254,357425.47420,911294.45344,1632430.70017
  35.71429,   0.21514,   0.76786,   1.72227,193229.32478,1238701.29166,751251.28978,2183181.90622
  15.71429,   0.96464,   0.52500,   0.98789,136431.93180,75998.52112,241030.54248,453460.99541
  21.42857,   0.10807,   0.46429,   1.02503,18945.02241,173997.16591,126436.12435,319378.31267
  21.42857,   1.39293,   0.28214,   1.02220,667508.75594,117857.27134,1065218.18243,1850584.20971
  15.71429,   0.32221,   0.10000,   0.30038,27180.93849,24340.87051,80540.66142,132062.47041
  10.00000,   0.42929,   0.95000,   0.84910,10253.37614,32897.12464,25690.31635,68840.81714
  27.14286,   0.64343,   0.22143,   1.01151,367246.03237,201494.43094,755177.34891,1323917.81222
  30.00000,   0.00100,   0.28214,   0.96869, 433.03005,323400.41723,264103.19534,587936.64262
  10.00000,   0.42929,   0.34286,   0.38931,10253.37614,13879.74484,25690.31635,49823.43733
  10.00000,   0.53636,   0.95000,   0.86251,14026.97997,32897.12464,31343.70344,78267.80805
  32.85714,   0.96464,   0.82857,   1.76277,1247156.66644,1032016.67512,2203317.38989,4482490.73145
  50.00000,   0.42929,   0.16071,   1.27898,1281672.01780,1021783.37563,3211289.54415,5514744.93758
  44.28571,   1.07171,   0.58571,   1.78966,3660686.57630,1866194.07883,6261084.58631,11787965.24144
  24.28571,   1.39293,   0.10000,   0.80665,971694.64819,89847.13423,1550641.54262,2612183.32504
  21.42857,   0.75050,   0.16071,   0.73571,229329.60708,80431.91144,442790.74076,752552.25928
  10.00000,   0.64343,   0.70714,   0.71255,18364.97293,25290.04077,37764.36053,81419.37423
  30.00000,   1.17879,   0.40357,   1.41331,1347250.82759,426096.47355,2242919.23725,4016266.53839
  35.71429,   0.85757,   0.28214,   1.35692,1316120.04964,545635.82101,2418960.69943,4280716.57008
  30.00000,   0.32221,   0.10000,   0.70522,189122.81397,169361.84624,560395.53351,918880.19372
  44.28571,   0.21514,   0.64643,   1.76437,368415.42853,2031383.83978,1432352.80764,3832152.07595
  27.14286,   0.75050,   0.76786,   1.60378,466065.95149,543760.11417,899882.44663,1909708.51228
  38.57143,   1.39293,   0.40357,   1.59618,3892912.27579,905610.38990,6212354.37267,11010877.03835
  35.71429,   0.32221,   0.82857,   1.76629,319084.87551,1325328.39323,945490.05111,2589903.31985
  27.14286,   0.00100,   0.95000,   1.61464, 320.71634,657846.79056,195603.54054,853771.04744
  24.28571,   0.00100,   0.34286,   0.90279, 229.72417,198808.01835,140107.79741,339145.53992
  38.57143,   1.07171,   0.64643,   1.75738,2418627.19633,1342141.72633,4136718.38420,7897487.30687
  15.71429,   0.42929,   0.82857,   1.17672,39787.91490,112896.82558,99690.49284,252375.23331
  21.42857,   0.64343,   0.76786,   1.42185,180704.87242,267559.32916,371588.02128,819852.22287
  50.00000,   1.17879,   0.28214,   1.60274,6237272.34994,1497224.15384,10383885.35762,18118381.86140
  32.85714,   0.64343,   0.64643,   1.63740,651447.71821,829641.43219,1339588.49770,2820677.64810
  30.00000,   0.00100,   0.64643,   1.46380, 433.03005,631487.73797,264103.19534,896023.96336
  50.00000,   0.53636,   0.76786,   1.89909,1753372.49634,3398995.12067,3917962.92957,9070330.54658
  27.14286,   0.32221,   0.82857,   1.60337,140070.59612,581787.33103,415047.42232,1136905.34947
  21.42857,   1.39293,   0.34286,   1.09812,667508.75594,136571.80602,1065218.18243,1869298.74439
  21.42857,   1.28586,   0.40357,   1.15805,575113.35791,155282.94035,935863.19032,1666259.48858
  38.57143,   0.10807,   0.70714,   1.71353,110487.40507,1451265.09575,737375.70662,2299128.20744
  12.85714,   1.07171,   0.16071,   0.43104,89578.71538,17373.28476,153211.67284,260163.67298
  10.00000,   0.85757,   0.22143,   0.32928,28891.45693,10076.18720,53101.00616,92068.65028
  12.85714,   0.85757,   0.28214,   0.55459,61404.83399,25457.15873,112858.91452,199720.90725
  35.71429,   0.10807,   0.10000,   0.70385,87708.48620,285744.49845,585352.75535,958805.74000
  35.71429,   0.10807,   0.34286,   1.28391,87708.48620,632277.23377,585352.75535,1305338.47532
  35.71429,   1.50000,   0.16071,   1.22876,3558121.14927,372370.16890,5583018.17785,9513509.49602
  50.00000,   0.10807,   0.70714,   1.84119,240671.99950,3161255.09661,1606207.38244,5008134.47854
  24.28571,   0.42929,   0.52500,   1.29097,146865.33621,280526.09400,367978.00998,795369.44019
  50.00000,   0.00100,   0.64643,   1.78546,2004.76875,2923554.34246,1222699.97843,4148259.08964
  44.28571,   0.10807,   0.82857,   1.84780,167226.99604,2526901.27911,1116046.88602,3810175.16118
  41.42857,   0.42929,   0.46429,   1.61054,729065.78679,1257368.08567,1826708.63184,3813142.50430
  24.28571,   1.07171,   0.34286,   1.16746,603704.10021,198808.01835,1032550.13991,1835062.25847
  44.28571,   1.50000,   0.40357,   1.67755,6783994.76631,1370676.63949,10644709.52783,18799380.93363
  12.85714,   1.50000,   0.82857,   1.08591,166007.52991,61834.45803,260481.02868,488323.01662
  32.85714,   0.96464,   0.95000,   1.81455,1247156.66644,1166936.47546,2203317.38989,4617410.53179
  38.57143,   1.50000,   0.95000,   1.89694,4482206.79361,1887796.43218,7032993.24442,13402996.47022
  24.28571,   1.07171,   0.16071,   0.88909,603704.10021,117084.99281,1032550.13991,1753339.23293
  35.71429,   1.07171,   0.10000,   1.03773,1919984.72532,285744.49845,3283861.24272,5489590.46649
  30.00000,   0.85757,   0.28214,   1.22730,780069.33708,323400.41723,1433727.16626,2537196.92056
  24.28571,   1.39293,   0.52500,   1.38838,971694.64819,280526.09400,1550641.54262,2802862.28481
  18.57143,   0.10807,   0.22143,   0.54682,12332.51323,64540.49091,82305.26959,159178.27373
  47.14286,   1.50000,   0.46429,   1.75632,8183563.32527,1852722.53003,12840760.86449,22877046.71979
  35.71429,   0.64343,   0.10000,   0.94016,836597.10009,285744.49845,1720315.87672,2842657.47525
  30.00000,   0.75050,   0.64643,   1.58903,629280.56768,631487.73797,1215018.03565,2475786.34129
  44.28571,   0.53636,   0.76786,   1.85293,1218302.15448,2361736.07562,2722332.35565,6302370.58575
  44.28571,   0.85757,   0.10000,   1.14584,2509344.44164,544806.96431,4612045.52528,7666196.93123
  44.28571,   1.39293,   0.28214,   1.54860,5892074.53397,1040321.67504,9402640.59453,16335036.80354
  41.42857,   1.28586,   0.10000,   1.16911,4155982.53048,446017.23794,6762894.68218,11364894.45061
  44.28571,   0.00100,   0.34286,   1.39099,1392.98072,1205514.16460,849573.04915,2056480.19447
  27.14286,   0.10807,   0.76786,   1.52279,38501.91874,543760.11417,256955.79977,839217.83267
  21.42857,   1.17879,   0.88929,   1.53581,490980.52410,304984.99818,817390.22910,1613355.75139
  18.57143,   0.00100,   0.34286,   0.68897, 102.72835,88903.22580,62653.58537,151659.53951
  12.85714,   0.75050,   0.34286,   0.60812,49535.17201,29499.49633,95642.75537,174677.42372
  30.00000,   1.39293,   0.95000,   1.78289,1831644.39264,888222.36529,2922959.27718,5642826.03511
  12.85714,   0.10807,   0.40357,   0.54079,4092.12293,33541.09946,27310.19011,64943.41251
  21.42857,   0.53636,   0.40357,   1.06731,138020.54791,155282.94035,308411.01441,601714.50267
  41.42857,   0.42929,   0.76786,   1.81710,729065.78679,1933482.99527,1826708.63184,4489257.41390
  47.14286,   0.96464,   0.82857,   1.91988,3683659.81447,3048212.35079,6507820.50570,13239692.67095
  24.28571,   0.53636,   0.52500,   1.30784,200916.95659,280526.09400,448954.90804,930397.95864
  32.85714,   0.85757,   0.88929,   1.78464,1024846.25292,1099482.14726,1883614.49964,4007942.89982
  24.28571,   0.96464,   0.22143,   0.97911,503598.18006,144327.35129,889693.05742,1537618.58877
  44.28571,   1.07171,   0.95000,   1.93917,3660686.57630,2857253.51495,6261084.58631,12779024.67756
  38.57143,   1.17879,   0.58571,   1.72508,2863399.30740,1233000.32893,4767021.29921,8863420.93554
  47.14286,   0.64343,   0.46429,   1.70726,1924146.21624,1852722.53003,3956670.76134,7733539.50761
  12.85714,   0.64343,   0.58571,   0.82894,39032.23423,45666.64333,80262.97514,164961.85270
  18.57143,   0.96464,   0.10000,   0.54949,225199.68302,40177.95725,397854.08773,663231.72800
  47.14286,   1.39293,   0.34286,   1.65068,7107635.94710,1454217.14570,11342447.53728,19904300.63008
  21.42857,   0.21514,   0.46429,   1.06429,41737.51078,173997.16591,162270.18772,378004.86441
  47.14286,   0.00100,   0.76786,   1.82822,1680.35890,2848972.82474,1024843.78109,3875496.96472
  44.28571,   0.00100,   0.28214,   1.28071,1392.98072,1040321.67504,849573.04915,1891287.70492
  18.57143,   0.64343,   0.82857,   1.34897,117632.22985,186351.75063,241890.14353,545874.12401
  44.28571,   0.42929,   0.22143,   1.32747,890548.80460,875159.20015,2231311.93085,3997019.93560
  44.28571,   0.32221,   0.95000,   1.90935,608374.48605,2857253.51495,1802692.85087,5268320.85187
  24.28571,   1.50000,   0.88929,   1.63529,1118786.15414,443967.64518,1755478.01035,3318231.80968
  41.42857,   1.17879,   0.16071,   1.29816,3548007.45437,581230.83779,5906765.10294,10036003.39510
  10.00000,   1.28586,   0.88929,   0.88770,58448.56925,30995.51861,95111.44844,184555.53629
  35.71429,   0.53636,   0.40357,   1.46570,638984.37593,718902.90423,1427829.56998,2785716.85014
  12.85714,   1.39293,   0.34286,   0.68095,144181.82400,29499.49633,230087.02003,403768.34036
  35.71429,   1.17879,   0.40357,   1.53709,2273059.25487,718902.90423,3784216.14279,6776178.30189
  35.71429,   0.53636,   0.34286,   1.39076,638984.37593,632277.23377,1427829.56998,2699091.17969
  47.14286,   0.10807,   0.22143,   1.26573,201726.67565,1055708.46984,1346292.36612,2603727.51161
  27.14286,   0.00100,   0.64643,   1.38518, 320.71634,467700.65463,195603.54054,663624.91151
  21.42857,   0.32221,   0.16071,   0.61844,68922.29451,80431.91144,204225.73667,353579.94263
  10.00000,   0.53636,   0.22143,   0.29015,14026.97997,10076.18720,31343.70344,55446.87060
  32.85714,   1.39293,   0.40357,   1.49582,2406393.64124,559800.71712,3840150.76644,6806345.12481
  30.00000,   0.64343,   0.16071,   0.96755,495854.26910,220705.20914,1019637.73433,1736197.21256
  10.00000,   0.75050,   0.16071,   0.25236,23306.68769,8174.26701,45000.66799,76481.62268
  24.28571,   0.75050,   0.40357,   1.20408,333835.84842,226045.87693,644571.90896,1204453.63432
  44.28571,   1.28586,   0.46429,   1.71870,5076503.85127,1535866.40044,8260828.97317,14873199.22488
  44.28571,   0.10807,   0.64643,   1.74985,167226.99604,2031383.83978,1116046.88602,3314657.72184
  47.14286,   1.28586,   0.34286,   1.64572,6123809.37322,1454217.14570,9965075.05532,17543101.57424
  15.71429,   0.75050,   0.95000,   1.29615,90440.89417,127656.29365,174623.72623,392720.91404
  21.42857,   0.42929,   0.58571,   1.24551,100889.61388,211419.74371,252783.67449,565093.03208
  35.71429,   0.32221,   0.95000,   1.82294,319084.87551,1498594.04533,945490.05111,2763168.97195
  18.57143,   0.53636,   0.64643,   1.19631,89846.30352,149808.75505,200764.23423,440419.29280
  38.57143,   0.00100,   0.58571,   1.58864, 920.34677,1233000.32893,561315.59999,1795236.27569
  27.14286,   0.53636,   0.70714,   1.54524,280498.79301,505727.24326,626782.88560,1413008.92187
  27.14286,   1.39293,   0.34286,   1.28837,1356576.27216,277554.51870,2164840.08350,3798970.87436
  12.85714,   1.50000,   0.64643,   0.95560,166007.52991,49708.91416,260481.02868,476197.47275
  32.85714,   0.75050,   0.76786,   1.72062,826741.67688,964561.23253,1596276.92293,3387579.83234
  15.71429,   0.96464,   0.10000,   0.44148,136431.93180,24340.87051,241030.54248,401803.34479
  38.57143,   0.75050,   0.40357,   1.54529,1337450.68457,905610.38990,2582356.40351,4825417.47797
  10.00000,   0.75050,   0.40357,   0.48615,23306.68769,15781.35087,45000.66799,84088.70655
  12.85714,   0.00100,   0.28214,   0.38008,  34.08689,25457.15873,20789.45050,46280.69612
  24.28571,   0.10807,   0.16071,   0.60957,27578.33020,117084.99281,184053.47387,328716.79689
  18.57143,   0.32221,   0.82857,   1.30822,44865.88038,186351.75063,132943.44793,364161.07894
  10.00000,   0.64343,   0.52500,   0.57334,18364.97293,19584.87710,37764.36053,75714.21056
  27.14286,   0.85757,   0.58571,   1.48095,577745.08937,429667.78373,1061865.64505,2069278.51815
  35.71429,   0.53636,   0.82857,   1.78207,638984.37593,1325328.39323,1427829.56998,3392142.33915
  30.00000,   0.00100,   0.58571,   1.40318, 433.03005,580135.89277,264103.19534,844672.11817
  21.42857,   1.28586,   0.52500,   1.27993,575113.35791,192708.30025,935863.19032,1703684.84848
  50.00000,   0.10807,   0.40357,   1.60186,240671.99950,1972668.85904,1606207.38244,3819548.24098
  15.71429,   1.39293,   0.40357,   0.90791,263245.94334,61239.05305,420090.91686,744575.91325
  30.00000,   0.96464,   0.22143,   1.14592,949282.55946,272057.05433,1677071.39564,2898411.00943
  50.00000,   0.75050,   0.28214,   1.56325,2913335.96146,1497224.15384,5625083.49837,10035643.61367
  41.42857,   0.96464,   0.76786,   1.84485,2499951.40347,1933482.99527,4416595.40407,8850029.80282
  18.57143,   0.75050,   0.52500,   1.11045,149285.14483,125446.02016,288240.49674,562971.66173
  41.42857,   1.39293,   0.22143,   1.42236,4823665.96164,716466.77591,7697661.85473,13237794.59228
  12.85714,   0.00100,   0.95000,   0.98305,  34.08689,69918.33200,20789.45050,90741.86938
  30.00000,   0.00100,   0.70714,   1.51531, 433.03005,682831.10087,264103.19534,947367.32626
  44.28571,   1.28586,   0.88929,   1.92509,5076503.85127,2692091.04006,8260828.97317,16029423.86450
  38.57143,   0.64343,   0.10000,   0.99584,1053871.14385,359955.68404,2167102.01433,3580928.84221
  27.14286,   1.28586,   0.10000,   0.87517,1168801.35009,125434.97141,1901952.27652,3196188.59802
  12.85714,   0.10807,   0.82857,   0.92378,4092.12293,61834.45803,27310.19011,93236.77108
  44.28571,   0.96464,   0.88929,   1.91573,3053673.30941,2692091.04006,5394840.66976,11140605.01923
  32.85714,   0.96464,   0.88929,   1.78968,1247156.66644,1099482.14726,2203317.38989,4549956.20359
  24.28571,   0.00100,   0.95000,   1.53346, 229.72417,471205.50377,140107.79741,611543.02534
  10.00000,   0.32221,   0.10000,   0.13675,7004.54867,6272.66097,20755.39013,34032.59977
  27.14286,   0.64343,   0.40357,   1.27844,367246.03237,315581.10733,755177.34891,1438004.48862
  30.00000,   1.28586,   0.58571,   1.58131,1578111.36973,580135.89277,2568009.10783,4726256.37033
  12.85714,   1.39293,   0.10000,   0.37802,144181.82400,13331.68163,230087.02003,387600.52566
  47.14286,   0.21514,   0.10000,   0.96946,444421.18446,657203.08551,1727853.61859,2829477.88855
  30.00000,   0.96464,   0.10000,   0.89063,949282.55946,169361.84624,1677071.39564,2795715.80134
  27.14286,   1.07171,   0.40357,   1.33012,842827.17752,315581.10733,1441536.20915,2599944.49401
  10.00000,   0.53636,   0.46429,   0.50994,14026.97997,17683.27106,31343.70344,63053.95447
  21.42857,   1.07171,   0.76786,   1.45497,414716.46843,267559.32916,709313.63121,1391589.42880
  47.14286,   1.39293,   0.22143,   1.49941,7107635.94710,1055708.46984,11342447.53728,19505791.95422
  18.57143,   1.17879,   0.95000,   1.46003,319610.27440,210714.28430,532090.99464,1062415.55334
  41.42857,   0.53636,   0.82857,   1.84977,997387.69421,2068698.82895,2228692.43159,5294778.95475
  27.14286,   1.07171,   0.82857,   1.65459,842827.17752,581787.33103,1441536.20915,2866150.71770
  12.85714,   1.17879,   0.16071,   0.44342,106051.74372,17373.28476,176556.20709,299981.23557
  12.85714,   1.07171,   0.58571,   0.87814,89578.71538,45666.64333,153211.67284,288457.03155
  27.14286,   0.96464,   0.76786,   1.61814,703069.98504,543760.11417,1242094.41046,2488924.50967
  21.42857,   0.21514,   0.58571,   1.19975,41737.51078,211419.74371,162270.18772,415427.44221
  21.42857,   1.07171,   0.16071,   0.79199,414716.46843,80431.91144,709313.63121,1204462.01108
  15.71429,   0.10807,   0.16071,   0.34759,7471.36311,31719.99500,49862.71196,89054.07007
