core_r,ref_mult,fuel_frac,keff,r_mass,c_mass,p_mass,mass
  32.85714,   0.32221,   0.22143,   1.07855,248467.40928,357425.47420,736241.29981,1342134.18328
  47.14286,   0.96464,   0.70714,   1.87358,3683659.81447,2649703.67493,6507820.50570,12841183.99510
  10.00000,   1.07171,   0.64643,   0.71112,42147.48952,23388.43474,72087.29605,137623.22031
  27.14286,   0.10807,   0.58571,   1.36679,38501.91874,429667.78373,256955.79977,725125.50224
  50.00000,   0.32221,   0.88929,   1.93269,875568.58320,3874439.82587,2594423.76624,7344432.17531
  32.85714,   1.39293,   0.76786,   1.75078,2406393.64124,964561.23253,3840150.76644,7211105.64022
  24.28571,   0.64343,   0.52500,   1.32222,263052.66541,280526.09400,540921.88065,1084500.64006
  15.71429,   0.64343,   0.52500,   0.94868,71264.72003,75998.52112,146543.45479,293806.69594
  50.00000,   0.21514,   0.70714,   1.85249,530221.07630,3161255.09661,2061432.79705,5752908.96996
  35.71429,   0.96464,   0.40357,   1.51757,1601613.79238,718902.90423,2829527.04789,5150043.74449
  50.00000,   0.96464,   0.34286,   1.65583,4394826.66415,1734968.10489,7764219.42428,13894014.19332
  50.00000,   0.00100,   0.70714,   1.82151,2004.76875,3161255.09661,1222699.97843,4385959.84379
  47.14286,   1.28586,   0.28214,   1.57888,6123809.37322,1254944.70436,9965075.05532,17343829.13290
  10.00000,   0.21514,   0.34286,   0.35723,4241.76861,13879.74484,16491.46238,34612.97583
  30.00000,   1.50000,   0.52500,   1.54831,2108911.87845,528791.68165,3309076.01482,5946779.57491
  21.42857,   0.42929,   0.10000,   0.51531,100889.61388,61720.77710,252783.67449,415394.06547
  50.00000,   0.21514,   0.10000,   1.00890,530221.07630,784082.62147,2061432.79705,3375736.49483
  27.14286,   0.32221,   0.88929,   1.63914,140070.59612,619820.20193,415047.42232,1174938.22037
  12.85714,   0.64343,   0.64643,   0.88037,39032.23423,49708.91416,80262.97514,169004.12353
  32.85714,   0.85757,   0.95000,   1.81164,1024846.25292,1166936.47546,1883614.49964,4075397.22802
  27.14286,   0.42929,   0.88929,   1.65009,205037.69437,619820.20193,513731.59041,1338589.48672
  35.71429,   0.96464,   0.22143,   1.27718,1601613.79238,459010.15055,2829527.04789,4890150.99082
  18.57143,   0.53636,   0.76786,   1.29455,89846.30352,174171.28871,200764.23423,464781.82646
  12.85714,   0.85757,   0.46429,   0.74590,61404.83399,37583.37030,112858.91452,211847.11882
  18.57143,   1.17879,   0.76786,   1.34776,319610.27440,174171.28871,532090.99464,1025872.55776
  44.28571,   0.96464,   0.28214,   1.51458,3053673.30941,1040321.67504,5394840.66976,9488835.65421
  50.00000,   1.50000,   0.46429,   1.78092,9763480.91873,2210408.88310,15319796.36490,27293686.16674
  50.00000,   0.96464,   0.70714,   1.89511,4394826.66415,3161255.09661,7764219.42428,15320301.18504
  21.42857,   0.85757,   0.46429,   1.18164,284281.77152,173997.16591,522495.21848,980774.15592
  38.57143,   0.75050,   0.64643,   1.73857,1337450.68457,1342141.72633,2582356.40351,5261948.81441
  21.42857,   0.10807,   0.58571,   1.16515,18945.02241,211419.74371,126436.12435,356800.89047
  27.14286,   0.32221,   0.64643,   1.47391,140070.59612,467700.65463,415047.42232,1022818.67308
  50.00000,   0.64343,   0.58571,   1.81978,2295621.61621,2685814.31840,4720545.06632,9701981.00093
  47.14286,   0.10807,   0.34286,   1.48448,201726.67565,1454217.14570,1346292.36612,3002236.18747
  30.00000,   0.10807,   0.28214,   1.03544,51985.15189,323400.41723,346940.79461,722326.36373
  30.00000,   0.21514,   0.58571,   1.47298,114527.75248,580135.89277,445269.48416,1139933.12942
  24.28571,   1.28586,   0.34286,   1.19088,837194.36938,198808.01835,1362339.06353,2398341.45126
  41.42857,   0.75050,   0.34286,   1.52268,1657220.83764,986918.54770,3199770.19824,5843909.58359
  18.57143,   0.00100,   0.82857,   1.22128, 102.72835,186351.75063,62653.58537,249108.06435
  15.71429,   0.32221,   0.58571,   0.94802,27180.93849,83377.76753,80540.66142,191099.36743
  47.14286,   0.64343,   0.52500,   1.75393,1924146.21624,2051958.76455,3956670.76134,7932775.74213
  27.14286,   0.00100,   0.46429,   1.17766, 320.71634,353613.97824,195603.54054,549538.23512
  47.14286,   1.39293,   0.58571,   1.82731,7107635.94710,2251198.29060,11342447.53728,20701281.77498
  10.00000,   0.53636,   0.40357,   0.45814,14026.97997,15781.35087,31343.70344,61152.03428
  21.42857,   0.21514,   0.70714,   1.31190,41737.51078,248845.10361,162270.18772,452852.80211
  30.00000,   0.32221,   0.64643,   1.54517,189122.81397,631487.73797,560395.53351,1381006.08545
  10.00000,   0.85757,   0.64643,   0.69086,28891.45693,23388.43474,53101.00616,105380.89783
  41.42857,   0.96464,   0.34286,   1.54764,2499951.40347,986918.54770,4416595.40407,7903465.35525
  12.85714,   0.96464,   0.16071,   0.41613,74724.81638,17373.28476,132014.27841,224112.37955
  27.14286,   1.50000,   0.52500,   1.47676,1561929.72057,391640.56687,2450810.87929,4404381.16673
  41.42857,   0.10807,   0.58571,   1.66657,136903.76183,1527797.51919,913674.35097,2578375.63199
  35.71429,   0.21514,   0.34286,   1.32127,193229.32478,632277.23377,751251.28978,1576757.84833
  41.42857,   0.00100,   0.82857,   1.79899,1140.39184,2068698.82895,695520.15601,2765359.37680
  18.57143,   1.50000,   0.40357,   1.05622,500300.23390,101083.48649,785016.91850,1386400.63890
  50.00000,   0.96464,   0.22143,   1.50159,4394826.66415,1259523.39969,7764219.42428,13418569.48812
  50.00000,   0.64343,   0.52500,   1.78264,2295621.61621,2448109.63725,4720545.06632,9464276.31979
  38.57143,   1.39293,   0.76786,   1.82773,3892912.27579,1560406.49315,6212354.37267,11665673.14161
  44.28571,   0.00100,   0.95000,   1.88289,1392.98072,2857253.51495,849573.04915,3708219.54483
  30.00000,   0.00100,   0.10000,   0.50516, 433.03005,169361.84624,264103.19534,433898.07163
  47.14286,   1.17879,   0.88929,   1.94226,5227962.61677,3247481.50060,8703574.48269,17179018.60006
  50.00000,   1.07171,   0.16071,   1.40583,5268436.18964,1021783.37563,9010912.00609,15301131.57135
  24.28571,   0.21514,   0.76786,   1.46444,60757.42901,389486.97812,236217.23545,686461.64259
  18.57143,   0.85757,   0.70714,   1.27964,185056.98402,161989.01574,340125.18207,687171.18184
  32.85714,   0.10807,   0.70714,   1.61343,68297.50330,897095.76039,455806.88336,1421200.14705
  32.85714,   0.96464,   0.40357,   1.46013,1247156.66644,559800.71712,2203317.38989,4010274.77345
  18.57143,   0.85757,   0.64643,   1.23145,185056.98402,149808.75505,340125.18207,674990.92114
  12.85714,   0.21514,   0.64643,   0.80213,9015.29812,49708.91416,35050.34419,93774.55648
  15.71429,   0.00100,   0.34286,   0.56976,  62.23555,53859.92856,37957.20123,91879.36535
  12.85714,   0.10807,   0.64643,   0.77491,4092.12293,49708.91416,27310.19011,81111.22721
  27.14286,   0.53636,   0.82857,   1.62406,280498.79301,581787.33103,626782.88560,1489069.00964
  12.85714,   0.32221,   0.34286,   0.52781,14887.20867,29499.49633,44112.73854,88499.44354
  50.00000,   0.75050,   0.40357,   1.69806,2913335.96146,1972668.85904,5625083.49837,10511088.31887
  10.00000,   0.10807,   0.52500,   0.48761,1925.37600,19584.87710,12849.65906,34359.91215
  38.57143,   0.75050,   0.28214,   1.39564,1337450.68457,687343.82028,2582356.40351,4607150.90836
  44.28571,   0.21514,   0.76786,   1.83050,368415.42853,2361736.07562,1432352.80764,4162504.31179
  30.00000,   0.75050,   0.58571,   1.54340,629280.56768,580135.89277,1215018.03565,2424434.49610
  12.85714,   0.00100,   0.58571,   0.68572,  34.08689,45666.64333,20789.45050,66490.18072
  27.14286,   0.53636,   0.46429,   1.33253,280498.79301,353613.97824,626782.88560,1260895.65685
  30.00000,   1.50000,   0.70714,   1.67012,2108911.87845,682831.10087,3309076.01482,6100818.99413
  15.71429,   0.00100,   0.10000,   0.21550,  62.23555,24340.87051,37957.20123,62360.30729
  27.14286,   1.50000,   0.58571,   1.52534,1561929.72057,429667.78373,2450810.87929,4442408.38358
  41.42857,   1.39293,   0.52500,   1.73159,4823665.96164,1392581.68551,7697661.85473,13913909.50188
  44.28571,   1.17879,   0.16071,   1.34084,4333866.51034,709969.43920,7215072.62691,12258908.57646
  35.71429,   1.07171,   0.52500,   1.63329,1919984.72532,892168.55633,3283861.24272,6096014.52437
  30.00000,   0.75050,   0.52500,   1.49151,629280.56768,528791.68165,1215018.03565,2373090.28497
  35.71429,   0.85757,   0.52500,   1.61764,1316120.04964,892168.55633,2418960.69943,4627249.30541
  41.42857,   1.50000,   0.70714,   1.83499,5553854.49548,1798247.05715,8714506.70301,16066608.25565
  21.42857,   0.00100,   0.16071,   0.47036, 157.80975,80431.91144,96247.50092,176837.22211
  21.42857,   1.17879,   0.76786,   1.46024,490980.52410,267559.32916,817390.22910,1575930.08237
  10.00000,   1.07171,   0.40357,   0.52132,42147.48952,15781.35087,72087.29605,130016.13644
  27.14286,   0.96464,   0.46429,   1.38249,703069.98504,353613.97824,1242094.41046,2298778.37374
  41.42857,   0.10807,   0.16071,   1.01116,136903.76183,581230.83779,913674.35097,1631808.95059
  32.85714,   0.53636,   0.70714,   1.66929,497569.15680,897095.76039,1111833.06189,2506497.97907
  47.14286,   1.50000,   0.64643,   1.85828,8183563.32527,2450467.44041,12840760.86449,23474791.63017
  30.00000,   0.75050,   0.28214,   1.20980,629280.56768,323400.41723,1215018.03565,2167699.02055
  18.57143,   1.39293,   0.76786,   1.35918,434523.66475,174171.28871,693417.88294,1302112.83640
  47.14286,   0.42929,   0.10000,   1.06394,1074273.01873,657203.08551,2691641.59372,4423117.69796
  32.85714,   0.75050,   0.10000,   0.91013,826741.67688,222505.67386,1596276.92293,2645524.27367
  38.57143,   1.28586,   0.70714,   1.79650,3354062.14683,1451265.09575,5457955.82395,10263283.06652
  47.14286,   1.39293,   0.64643,   1.85937,7107635.94710,2450467.44041,11342447.53728,20900550.92479
  35.71429,   0.10807,   0.64643,   1.62199,87708.48620,1065435.63955,585352.75535,1738496.88110
  38.57143,   1.39293,   0.34286,   1.53529,3892912.27579,796487.02048,6212354.37267,10901753.66893
  44.28571,   0.21514,   0.82857,   1.85776,368415.42853,2526901.27911,1432352.80764,4327669.51529
  38.57143,   0.75050,   0.70714,   1.77443,1337450.68457,1451265.09575,2582356.40351,5371072.18383
  38.57143,   1.50000,   0.28214,   1.47055,4482206.79361,687343.82028,7032993.24442,12202543.85832
  18.57143,   0.96464,   0.22143,   0.76823,225199.68302,64540.49091,397854.08773,687594.26166
  18.57143,   0.64343,   0.10000,   0.48376,117632.22985,40177.95725,241890.14353,399700.33063
  15.71429,   1.50000,   0.16071,   0.61543,303095.13085,31719.99500,475584.03837,810399.16422
  35.71429,   0.42929,   0.95000,   1.82724,467081.80729,1498594.04533,1170295.44469,3135971.29731
  38.57143,   0.21514,   0.88929,   1.82557,243413.23859,1778673.06277,946360.02922,2968446.33057
  35.71429,   0.75050,   0.22143,   1.24209,1061711.73843,459010.15055,2049958.28112,3570680.17011
  15.71429,   1.28586,   0.70714,   1.16636,226807.89890,98137.23560,369077.08877,694022.22326
  15.71429,   0.85757,   0.28214,   0.70655,112112.42168,46479.46307,206056.84263,364648.72738
  38.57143,   1.17879,   0.76786,   1.82261,2863399.30740,1560406.49315,4767021.29921,9190827.09976
  41.42857,   0.42929,   0.40357,   1.54751,729065.78679,1122132.14755,1826708.63184,3677906.56618
  15.71429,   1.39293,   0.58571,   1.07720,263245.94334,83377.76753,420090.91686,766714.62772
  38.57143,   0.32221,   0.16071,   1.06108,401954.94666,469079.05346,1191044.86682,2062078.86694
  50.00000,   0.10807,   0.52500,   1.72076,240671.99950,2448109.63725,1606207.38244,4294989.01919
  27.14286,   0.32221,   0.58571,   1.41967,140070.59612,429667.78373,415047.42232,984785.80217
  41.42857,   0.32221,   0.46429,   1.59610,498058.07502,1257368.08567,1475810.95485,3231237.11554
  12.85714,   1.28586,   0.64643,   0.94203,124224.42734,49708.91416,202146.35477,376079.69628
  50.00000,   0.53636,   0.52500,   1.77229,1753372.49634,2448109.63725,3917962.92957,8119445.06316
  27.14286,   0.75050,   0.34286,   1.21765,466065.95149,277554.51870,899882.44663,1643502.91682
  50.00000,   0.85757,   0.58571,   1.83295,3611432.11610,2685814.31840,6637625.76970,12934872.20420
  21.42857,   0.75050,   0.46429,   1.16942,229329.60708,173997.16591,442790.74076,846117.51375
  50.00000,   1.39293,   0.10000,   1.29088,8479835.15109,784082.62147,13532218.87585,22796136.64842
  21.42857,   1.50000,   0.58571,   1.34591,768553.73785,211419.74371,1205931.25109,2185904.73266
  35.71429,   0.85757,   0.64643,   1.70355,1316120.04964,1065435.63955,2418960.69943,4800516.38863
  35.71429,   0.42929,   0.28214,   1.28091,467081.80729,545635.82101,1170295.44469,2183013.07298
  44.28571,   1.39293,   0.76786,   1.88399,5892074.53397,2361736.07562,9402640.59453,17656451.20411
  30.00000,   0.85757,   0.64643,   1.59891,780069.33708,631487.73797,1433727.16626,2845284.24130
  30.00000,   1.07171,   0.82857,   1.71748,1137982.21696,785527.15719,1946356.99332,3869866.36747
  47.14286,   0.42929,   0.34286,   1.55702,1074273.01873,1454217.14570,2691641.59372,5220131.75815
  32.85714,   0.32221,   0.88929,   1.75092,248467.40928,1099482.14726,736241.29981,2084190.85635
  27.14286,   0.75050,   0.88929,   1.67176,466065.95149,619820.20193,899882.44663,1985768.60004
  44.28571,   0.64343,   0.16071,   1.25166,1595075.07204,709969.43920,3279993.40508,5585037.91632
  24.28571,   1.50000,   0.70714,   1.53044,1118786.15414,362244.61964,1755478.01035,3236508.78414
  38.57143,   0.10807,   0.10000,   0.75635,110487.40507,359955.68404,737375.70662,1207818.79573
  47.14286,   1.28586,   0.70714,   1.88212,6123809.37322,2649703.67493,9965075.05532,18738588.10347
  21.42857,   0.00100,   0.22143,   0.59208, 157.80975,99146.13700,96247.50092,195551.44767
  10.00000,   0.21514,   0.64643,   0.60361,4241.76861,23388.43474,16491.46238,44121.66573
  15.71429,   0.75050,   0.34286,   0.76735,90440.89417,53859.92856,174623.72623,318924.54895
  41.42857,   0.21514,   0.16071,   1.07111,301610.74034,581230.83779,1172624.58977,2055466.16790
  47.14286,   0.53636,   0.52500,   1.74477,1469643.35527,2051958.76455,3283961.73528,6805563.85510
  24.28571,   1.50000,   0.22143,   1.04569,1118786.15414,144327.35129,1755478.01035,3018591.51579
  10.00000,   0.75050,   0.52500,   0.58667,23306.68769,19584.87710,45000.66799,87892.23278
  18.57143,   0.75050,   0.22143,   0.73301,149285.14483,64540.49091,288240.49674,502066.13248
  27.14286,   0.42929,   0.10000,   0.67777,205037.69437,125434.97141,513731.59041,844204.25619
  27.14286,   0.00100,   0.10000,   0.44898, 320.71634,125434.97141,195603.54054,321359.22828
  35.71429,   0.32221,   0.70714,   1.69754,319084.87551,1152061.31001,945490.05111,2416636.23663
  10.00000,   0.32221,   0.28214,   0.31856,7004.54867,11977.79323,20755.39013,39737.73203
  35.71429,   0.75050,   0.46429,   1.55529,1061711.73843,805542.88588,2049958.28112,3917212.90544
  10.00000,   0.85757,   0.16071,   0.26530,28891.45693,8174.26701,53101.00616,90166.73009
  10.00000,   1.50000,   0.82857,   0.86102,78107.84735,29093.59841,122558.37092,229759.81668
  27.14286,   1.07171,   0.46429,   1.39288,842827.17752,353613.97824,1441536.20915,2637977.36491
  18.57143,   0.10807,   0.46429,   0.89838,12332.51323,113265.75946,82305.26959,207903.54228
  12.85714,   0.96464,   0.22143,   0.49639,74724.81638,21415.55560,132014.27841,228154.65039
  47.14286,   0.64343,   0.34286,   1.58884,1924146.21624,1454217.14570,3956670.76134,7335034.12328
  41.42857,   1.28586,   0.70714,   1.82990,4155982.53048,1798247.05715,6762894.68218,12717124.26982
  50.00000,   0.42929,   0.64643,   1.83799,1281672.01780,2923554.34246,3211289.54415,7416515.90441
  47.14286,   0.32221,   0.70714,   1.83676,733884.87219,2649703.67493,2174596.47439,5558185.02151
  10.00000,   0.75050,   0.76786,   0.76669,23306.68769,27191.96097,45000.66799,95499.31664
  30.00000,   0.32221,   0.28214,   1.11985,189122.81397,323400.41723,560395.53351,1072918.76471
  38.57143,   0.21514,   0.46429,   1.53163,243413.23859,1014751.78729,946360.02922,2204525.05510
  10.00000,   1.50000,   0.64643,   0.73914,78107.84735,23388.43474,122558.37092,224054.65301
  24.28571,   0.32221,   0.76786,   1.48280,100330.40634,389486.97812,297292.06333,787109.44780
  15.71429,   0.85757,   0.70714,   1.13521,112112.42168,98137.23560,206056.84263,416306.49990
  12.85714,   0.10807,   0.46429,   0.60254,4092.12293,37583.37030,27310.19011,68985.68334
  18.57143,   1.28586,   0.70714,   1.30977,374377.65678,161989.01574,609212.53773,1145579.21025
  18.57143,   0.00100,   0.46429,   0.85087, 102.72835,113265.75946,62653.58537,176022.07317
  24.28571,   0.21514,   0.82857,   1.50676,60757.42901,416725.28670,236217.23545,713699.95116
  50.00000,   0.53636,   0.82857,   1.92260,1753372.49634,3636699.80181,3917962.92957,9308035.22772
  50.00000,   0.00100,   0.40357,   1.56361,2004.76875,1972668.85904,1222699.97843,3197373.60623
  15.71429,   0.21514,   0.28214,   0.56470,16460.05434,46479.46307,63994.61919,126934.13661
  30.00000,   0.75050,   0.88929,   1.73159,629280.56768,836879.00239,1215018.03565,2681177.60571
  24.28571,   1.17879,   0.10000,   0.77641,714721.93194,89847.13423,1189877.59192,1994446.65809
  47.14286,   0.53636,   0.34286,   1.57387,1469643.35527,1454217.14570,3283961.73528,6207822.23625
  10.00000,   0.21514,   0.46429,   0.45964,4241.76861,17683.27106,16491.46238,38416.50205
  30.00000,   1.28586,   0.52500,   1.53539,1578111.36973,528791.68165,2568009.10783,4674912.15921
  15.71429,   1.07171,   0.52500,   0.99855,163552.05378,75998.52112,279732.56427,519283.13917
  15.71429,   1.17879,   0.28214,   0.74898,193628.36828,46479.46307,322354.81560,562462.64696
  27.14286,   0.75050,   0.40357,   1.29123,466065.95149,315581.10733,899882.44663,1681529.50545
  21.42857,   0.10807,   0.52500,   1.09652,18945.02241,192708.30025,126436.12435,338089.44701
  44.28571,   0.75050,   0.28214,   1.48723,2024283.76514,1040321.67504,3908497.11600,6973102.55619
  32.85714,   0.53636,   0.52500,   1.53311,497569.15680,694720.51746,1111833.06189,2304122.73615
  18.57143,   0.64343,   0.34286,   0.88745,117632.22985,88903.22580,241890.14353,448425.59918
  50.00000,   0.21514,   0.28214,   1.46291,530221.07630,1497224.15384,2061432.79705,4088878.02719
  50.00000,   0.10807,   0.16071,   1.15115,240671.99950,1021783.37563,1606207.38244,2868662.75756
  21.42857,   0.42929,   0.70714,   1.35257,100889.61388,248845.10361,252783.67449,602518.39198
  47.14286,   0.53636,   0.64643,   1.81993,1469643.35527,2450467.44041,3283961.73528,7204072.53096
  44.28571,   1.07171,   0.28214,   1.52395,3660686.57630,1040321.67504,6261084.58631,10962092.83765
  24.28571,   1.07171,   0.28214,   1.08879,603704.10021,171565.20988,1032550.13991,1807819.45000
  38.57143,   0.10807,   0.76786,   1.75015,110487.40507,1560406.49315,737375.70662,2408269.60484
  24.28571,   1.07171,   0.64643,   1.46395,603704.10021,335006.76106,1032550.13991,1971261.00117
  47.14286,   1.50000,   0.70714,   1.88773,8183563.32527,2649703.67493,12840760.86449,23674027.86469
  27.14286,   1.07171,   0.76786,   1.62489,842827.17752,543760.11417,1441536.20915,2828123.50084
  47.14286,   1.17879,   0.28214,   1.57177,5227962.61677,1254944.70436,8703574.48269,15186481.80382
  50.00000,   0.00100,   0.10000,   0.83044,2004.76875,784082.62147,1222699.97843,2008787.36866
  24.28571,   1.50000,   0.46429,   1.33906,1118786.15414,253288.23541,1755478.01035,3127552.39991
  24.28571,   1.07171,   0.76786,   1.54764,603704.10021,389486.97812,1032550.13991,2025741.21824
  15.71429,   0.00100,   0.52500,   0.78358,  62.23555,75998.52112,37957.20123,114017.95791
  38.57143,   1.28586,   0.95000,   1.89383,3354062.14683,1887796.43218,5457955.82395,10699814.40296
  27.14286,   0.53636,   0.88929,   1.65811,280498.79301,619820.20193,626782.88560,1527101.88054
  15.71429,   0.10807,   0.40357,   0.68625,7471.36311,61239.05305,49862.71196,118573.12812
  27.14286,   0.00100,   0.76786,   1.48855, 320.71634,543760.11417,195603.54054,739684.37104
  50.00000,   0.85757,   0.64643,   1.86395,3611432.11610,2923554.34246,6637625.76970,13172612.22826
  24.28571,   0.85757,   0.28214,   1.05969,413829.89138,171565.20988,760597.97416,1345993.07542
  44.28571,   0.53636,   0.64643,   1.79257,1218302.15448,2031383.83978,2722332.35565,5972018.34990
  41.42857,   1.17879,   0.28214,   1.49429,3548007.45437,851680.37575,5906765.10294,10306452.93306
  12.85714,   0.42929,   0.34286,   0.55151,21792.14643,29499.49633,54601.24821,105892.89097
  24.28571,   0.00100,   0.58571,   1.22862, 229.72417,307764.40258,140107.79741,448101.92415
  24.28571,   0.64343,   0.95000,   1.62630,263052.66541,471205.50377,540921.88065,1275180.04982
  18.57143,   0.42929,   0.28214,   0.75635,65675.43027,76720.75161,164552.88062,306949.06250
  24.28571,   0.75050,   0.70714,   1.48529,333835.84842,362244.61964,644571.90896,1340652.37703
  50.00000,   1.28586,   0.52500,   1.81479,7306071.15617,2448109.63725,11888931.05475,21643111.84817
  35.71429,   0.10807,   0.76786,   1.70687,87708.48620,1238701.29166,585352.75535,1911762.53321
  38.57143,   0.85757,   0.34286,   1.48989,1657931.80733,796487.02048,3047193.06219,5501611.89000
  44.28571,   0.42929,   0.70714,   1.81717,890548.80460,2196546.31467,2231311.93085,5318407.05012
  30.00000,   1.28586,   0.76786,   1.69533,1578111.36973,734182.94606,2568009.10783,4880303.42362
  24.28571,   0.85757,   0.64643,   1.44881,413829.89138,335006.76106,760597.97416,1509434.62660
  27.14286,   1.07171,   0.52500,   1.44914,842827.17752,391640.56687,1441536.20915,2676003.95354
  27.14286,   0.10807,   0.40357,   1.14886,38501.91874,315581.10733,256955.79977,611038.82584
  27.14286,   1.28586,   0.64643,   1.55753,1168801.35009,467700.65463,1901952.27652,3538454.28125
  41.42857,   1.17879,   0.34286,   1.56661,3548007.45437,986918.54770,5906765.10294,10441691.10501
  38.57143,   0.64343,   0.95000,   1.87146,1053871.14385,1887796.43218,2167102.01433,5108769.59036
  30.00000,   1.28586,   0.46429,   1.48156,1578111.36973,477448.31875,2568009.10783,4623568.79631
  10.00000,   0.96464,   0.10000,   0.20475,35158.61331,6272.66097,62113.75539,103545.02968
  32.85714,   0.53636,   0.46429,   1.47306,497569.15680,627266.18927,1111833.06189,2236668.40795
  24.28571,   0.21514,   0.46429,   1.17177,60757.42901,253288.23541,236217.23545,550262.89988
  18.57143,   0.53636,   0.58571,   1.14003,89846.30352,137626.48208,200764.23423,428237.01983
  35.71429,   0.32221,   0.52500,   1.56030,319084.87551,892168.55633,945490.05111,2156743.48295
  10.00000,   0.64343,   0.10000,   0.16958,18364.97293,6272.66097,37764.36053,62401.99443
  27.14286,   1.28586,   0.70714,   1.59788,1168801.35009,505727.24326,1901952.27652,3576480.86988
  27.14286,   1.28586,   0.40357,   1.34918,1168801.35009,315581.10733,1901952.27652,3386334.73395
  35.71429,   0.10807,   0.95000,   1.80022,87708.48620,1498594.04533,585352.75535,2171655.28688
  38.57143,   1.17879,   0.40357,   1.58301,2863399.30740,905610.38990,4767021.29921,8536030.99651
  35.71429,   1.28586,   0.76786,   1.79035,2662563.33322,1238701.29166,4332702.38148,8233967.00635
  12.85714,   0.53636,   0.22143,   0.42700,29812.42444,21415.55560,66616.74802,117844.72806
  41.42857,   0.64343,   0.64643,   1.76790,1305840.46195,1663033.45731,2685232.92624,5654106.84550
  32.85714,   1.17879,   0.76786,   1.74311,1770002.86611,964561.23253,2946721.87027,5681285.96891
  18.57143,   1.28586,   0.88929,   1.43188,374377.65678,198534.02360,609212.53773,1182124.21810
  21.42857,   0.00100,   0.70714,   1.24165, 157.80975,248845.10361,96247.50092,345250.41428
  38.57143,   0.21514,   0.76786,   1.76426,243413.23859,1560406.49315,946360.02922,2750179.76095
  47.14286,   1.39293,   0.82857,   1.92705,7107635.94710,3048212.35079,11342447.53728,21498295.83517
  24.28571,   0.21514,   0.28214,   0.90888,60757.42901,171565.20988,236217.23545,468539.87434
  47.14286,   0.96464,   0.58571,   1.81366,3683659.81447,2251198.29060,6507820.50570,12442678.61077
  27.14286,   1.07171,   0.70714,   1.58546,842827.17752,505727.24326,1441536.20915,2790090.62994
  10.00000,   1.39293,   0.22143,   0.38189,67838.68121,10076.18720,108257.75101,186172.61941
  44.28571,   0.21514,   0.58571,   1.72094,368415.42853,1866194.07883,1432352.80764,3666962.31500
  38.57143,   0.21514,   0.34286,   1.37807,243413.23859,796487.02048,946360.02922,1986260.28828
  21.42857,   0.21514,   0.22143,   0.69815,41737.51078,99146.13700,162270.18772,303153.83550
  12.85714,   1.39293,   0.88929,   1.12027,144181.82400,65876.72886,230087.02003,440145.57289
  50.00000,   0.32221,   0.82857,   1.91122,875568.58320,3636699.80181,2594423.76624,7106692.15125
  21.42857,   1.07171,   0.70714,   1.41344,414716.46843,248845.10361,709313.63121,1372875.20325
  44.28571,   1.17879,   0.28214,   1.53453,4333866.51034,1040321.67504,7215072.62691,12589260.81230
  41.42857,   0.96464,   0.70714,   1.81895,2499951.40347,1798247.05715,4416595.40407,8714793.86470
  18.57143,   1.50000,   0.76786,   1.36375,500300.23390,174171.28871,785016.91850,1459488.44111
  15.71429,   0.10807,   0.28214,   0.52905,7471.36311,46479.46307,49862.71196,103813.53814
  27.14286,   1.07171,   0.34286,   1.25765,842827.17752,277554.51870,1441536.20915,2561917.90538
  41.42857,   1.07171,   0.52500,   1.71825,2996895.08891,1392581.68551,5125763.50279,9515240.27721
  38.57143,   1.28586,   0.10000,   1.12411,3354062.14683,359955.68404,5457955.82395,9171973.65482
  38.57143,   0.85757,   0.70714,   1.77917,1657931.80733,1451265.09575,3047193.06219,6156389.96527
  32.85714,   1.50000,   0.76786,   1.75346,2770664.52126,964561.23253,4347426.55969,8082652.31348
  12.85714,   0.00100,   0.70714,   0.79222,  34.08689,53750.51730,20789.45050,74574.05468
  24.28571,   0.75050,   0.58571,   1.38847,333835.84842,307764.40258,644571.90896,1286172.15996
  50.00000,   0.85757,   0.88929,   1.95316,3611432.11610,3874439.82587,6637625.76970,14123497.71167
  50.00000,   1.39293,   0.46429,   1.77828,8479835.15109,2210408.88310,13532218.87585,24222462.91004
  10.00000,   0.00100,   0.40357,   0.37059,  16.03815,15781.35087,9781.59983,25578.98885
  15.71429,   0.10807,   0.70714,   1.00473,7471.36311,98137.23560,49862.71196,155471.31067
  35.71429,   1.07171,   0.88929,   1.83429,1919984.72532,1411968.37488,3283861.24272,6615814.34292
  15.71429,   0.42929,   0.70714,   1.08065,39787.91490,98137.23560,99690.49284,237615.64334
  35.71429,   0.21514,   0.46429,   1.47957,193229.32478,805542.88588,751251.28978,1750023.50044
  10.00000,   0.32221,   0.22143,   0.26138,7004.54867,10076.18720,20755.39013,37836.12599
  35.71429,   0.00100,   0.16071,   0.81192, 730.60112,372370.16890,445590.53156,818691.30158
  32.85714,   0.21514,   0.88929,   1.74098,150465.26303,1099482.14726,584990.00114,1834937.41143
  47.14286,   0.75050,   0.95000,   1.95116,2441902.58852,3446717.73512,4714837.60782,10603457.93146
  21.42857,   0.00100,   0.82857,   1.34599, 157.80975,286270.77263,96247.50092,382676.08330
  21.42857,   0.64343,   0.28214,   0.92108,180704.87242,117857.27134,371588.02128,670150.16504
  50.00000,   0.42929,   0.28214,   1.50962,1281672.01780,1497224.15384,3211289.54415,5990185.71579
  30.00000,   1.17879,   0.58571,   1.57532,1347250.82759,580135.89277,2242919.23725,4170305.95761
