core_r,fuel_frac,ref_mult,keff,stdv,r_mass,c_mass,p_mass,mass
  40.34483,   0.20000,   0.01497,   1.21575,   0.00063,-334733.68660,1235237.20637,882167.82482,1782671.34459
  33.44828,   0.86667,   0.08947,   1.85244,   0.00072,-141271.01159,2266770.51487,600944.15245,2726443.65573
  11.37931,   0.45000,   0.02894,   0.64855,   0.00050,-7166.29737,50793.20573,20485.88556,64112.79392
  14.13793,   0.95000,   0.05687,   1.31391,   0.00076,-12368.21647,185928.26517,42029.42386,215589.47256
  11.37931,   0.61667,   0.01962,   0.82020,   0.00051,-7397.14431,66178.24359,20022.65992,78803.75919
  10.00000,   0.28333,   0.13138,   0.40034,   0.00039,-2947.05675,24030.16787,17670.46849,38753.57962
  38.96552,   0.45000,   0.05222,   1.63746,   0.00062,-263836.84438,2039385.21291,870181.57652,2645729.94505
  19.65517,   0.70000,   0.08947,   1.40286,   0.00069,-28665.67007,380673.12310,121939.14811,473946.60114
  38.96552,   0.20000,   0.12672,   1.24874,   0.00074,-179984.05727,1112828.20382,1034523.53603,1967367.68257
  27.93103,   0.78333,   0.08016,   1.71528,   0.00071,-86085.84211,1206154.18378,342414.04387,1462482.38554
  33.44828,   0.95000,   0.13138,   1.88998,   0.00070,-110283.32946,2462120.51169,661255.70859,3013092.89082
  41.72414,   0.78333,   0.02428,   1.89853,   0.00069,-358987.84050,4020723.01282,998418.97642,4660154.14874
  21.03448,   0.70000,   0.03359,   1.44292,   0.00062,-44525.48933,466570.35629,130866.31088,552911.17784
  44.48276,   0.78333,   0.02894,   1.92126,   0.00061,-428077.31745,4872110.74448,1223720.21225,5667753.63928
  25.17241,   0.28333,   0.11741,   1.08440,   0.00064,-51520.75443,383293.27110,273107.61739,604880.13406
  34.82759,   0.86667,   0.06153,   1.86571,   0.00068,-181354.13175,2558918.50043,635308.90921,3012873.27789
  26.55172,   0.95000,   0.09412,   1.77851,   0.00073,-69003.46889,1231589.32155,303857.19749,1466443.05015
  23.79310,   0.45000,   0.07550,   1.28572,   0.00076,-54382.07847,464313.08911,209363.13312,619294.14375
  43.10345,   0.61667,   0.07084,   1.83098,   0.00073,-330210.84798,3596694.47264,1231178.60626,4497662.23092
  22.41379,   0.20000,   0.05222,   0.77879,   0.00057,-50215.74506,211803.23586,165620.59900,327208.08980
  40.34483,   0.78333,   0.14069,   1.89673,   0.00069,-180889.62434,3635010.27885,1184813.00413,4638933.65864
  45.86207,   0.45000,   0.11741,   1.74010,   0.00065,-311579.43263,3325207.83867,1651658.97530,4665287.38134
  45.86207,   0.53333,   0.06619,   1.80018,   0.00064,-405960.83065,3828775.95416,1466814.96246,4889630.08597
  36.20690,   0.78333,   0.06619,   1.84597,   0.00069,-199754.78965,2627338.32771,721752.67207,3149336.21013
  36.20690,   0.36667,   0.06153,   1.48826,   0.00079,-203765.76181,1388403.06136,713819.98645,1898457.28600
  47.24138,   0.20000,   0.04756,   1.34959,   0.00070,-478854.23927,1983144.78299,1533483.04306,3037773.58678
  23.79310,   0.61667,   0.01962,   1.45849,   0.00073,-67619.10134,604951.47469,183032.02062,720364.39397
  33.44828,   0.45000,   0.09412,   1.55081,   0.00065,-137947.65280,1289968.80297,607453.33324,1759474.48340
  45.86207,   0.28333,   0.09412,   1.52347,   0.00064,-355593.57355,2318023.12006,1565858.47709,3528288.02360
  40.34483,   0.78333,   0.08481,   1.89290,   0.00059,-253705.58449,3635010.27885,1043204.49468,4424509.18903
  29.31034,   0.20000,   0.12206,   1.02776,   0.00065,-78981.51519,473640.97218,435707.86045,830367.31744
  45.86207,   0.95000,   0.14069,   1.99432,   0.00066,-265711.86395,6346713.50686,1740392.09217,7821393.73508
  12.75862,   0.28333,   0.14069,   0.55048,   0.00046,-5720.85704,49907.74102,37471.16975,81658.05373
  47.24138,   0.20000,   0.09412,   1.37010,   0.00074,-388651.78959,1983144.78299,1711430.53370,3305923.52710
  21.03448,   0.53333,   0.07084,   1.28341,   0.00070,-38375.19360,369397.82640,143080.45197,474103.08477
  45.86207,   0.28333,   0.10344,   1.52607,   0.00074,-338202.71531,2318023.12006,1599839.87011,3579660.27487
  26.55172,   0.95000,   0.05687,   1.77213,   0.00073,-81927.09868,1231589.32155,278403.01511,1428065.23798
  23.79310,   0.61667,   0.01031,   1.45569,   0.00069,-69688.89950,604951.47469,178863.93831,714126.51350
  37.58621,   0.53333,   0.08016,   1.70306,   0.00069,-209776.33136,2107582.59257,834403.89464,2732210.15585
  41.72414,   0.95000,   0.05222,   1.96211,   0.00069,-323933.74865,4779144.01528,1068392.02368,5523602.29031
  44.48276,   0.36667,   0.07084,   1.62212,   0.00070,-362936.30767,2574641.18784,1353194.23990,3564899.12007
  43.10345,   0.28333,   0.07550,   1.47739,   0.00063,-323324.64543,1924389.16131,1244753.10031,2845817.61618
  14.13793,   0.78333,   0.06619,   1.18402,   0.00059,-11892.70524,156422.58365,42970.64315,187500.52156
  19.65517,   0.53333,   0.03825,   1.21427,   0.00066,-35719.79065,301390.39557,107988.89698,373659.50190
  48.62069,   0.45000,   0.13138,   1.76981,   0.00072,-338728.58838,3962061.29984,2031006.98736,5654339.69882
  45.86207,   0.78333,   0.07084,   1.93616,   0.00069,-397755.50367,5339528.78826,1483016.28986,6424789.57444
  50.00000,   0.28333,   0.02894,   1.55389,   0.00063,-607934.86644,3003770.98388,1737868.72949,4133704.84692
  15.51724,   0.70000,   0.05222,   1.18782,   0.00061,-16662.39581,187311.84155,54955.59155,225605.03729
  12.75862,   0.70000,   0.11741,   1.02867,   0.00053,-6708.39971,104119.70043,35560.71882,132972.01954
  34.82759,   0.28333,   0.05687,   1.31787,   0.00069,-184892.74321,1015142.64943,628298.79262,1458548.69884
  16.89655,   0.53333,   0.09412,   1.10004,   0.00066,-17782.26420,191466.63674,78304.30921,251988.68175
  12.75862,   0.61667,   0.05222,   0.92945,   0.00060,-9262.00739,93277.85662,30547.77360,114563.62284
  15.51724,   0.70000,   0.08016,   1.19494,   0.00057,-14760.95003,187311.84155,58712.98310,231263.87461
  15.51724,   0.70000,   0.10809,   1.20259,   0.00065,-12759.28279,187311.84155,62630.29629,237182.85505
  23.79310,   0.45000,   0.08947,   1.29034,   0.00072,-50849.27608,464313.08911,216304.63866,629768.45169
  44.48276,   0.61667,   0.06619,   1.84468,   0.00069,-370423.34694,3953143.93727,1338411.16364,4921131.75396
  29.31034,   0.70000,   0.10809,   1.69243,   0.00067,-85989.49532,1262363.33090,422088.58121,1598462.41678
  14.13793,   0.45000,   0.06153,   0.83197,   0.00056,-12131.50457,97412.64106,42498.35865,127779.49514
  22.41379,   0.45000,   0.08016,   1.23798,   0.00065,-44485.32566,388153.70224,176944.31369,520612.69028
  23.79310,   0.20000,   0.08016,   0.83879,   0.00060,-53213.76263,253361.01178,211662.44304,411809.69219
  11.37931,   0.95000,   0.04756,   1.11401,   0.00059,-6692.42320,96947.30089,21431.81924,111686.69693
  43.10345,   0.78333,   0.00566,   1.90833,   0.00070,-420392.25234,4432799.32702,1051181.96989,5063589.04457
  37.58621,   0.28333,   0.12672,   1.40103,   0.00067,-161539.30734,1275975.72579,928505.65747,2042942.07593
  22.41379,   0.70000,   0.05222,   1.49823,   0.00079,-50215.74506,564504.87611,165620.59900,679909.73005
  37.58621,   0.70000,   0.00566,   1.80900,   0.00066,-278743.15657,2661996.06723,696991.39028,3080244.30093
  11.37931,   0.95000,   0.06619,   1.11923,   0.00066,-6201.13178,96947.30089,22405.88792,113152.05704
  21.03448,   0.78333,   0.15000,   1.53645,   0.00074,-23814.58221,515154.28221,171416.74764,662756.44764
  41.72414,   0.36667,   0.07084,   1.58333,   0.00073,-299514.20256,2124729.83818,1116727.32960,2941942.96522
  14.13793,   0.70000,   0.00566,   1.08924,   0.00062,-14834.60843,141670.45312,37093.62583,163929.47052
  11.37931,   0.70000,   0.05687,   0.90968,   0.00058,-6449.07434,73870.25331,21915.11440,89336.29337
  50.00000,   0.70000,   0.05222,   1.92931,   0.00067,-557447.57170,6266597.69797,1838562.79782,7547712.92408
  47.24138,   0.95000,   0.08481,   1.99763,   0.00066,-407318.45164,6936743.92879,1674840.70310,8204266.18025
  22.41379,   0.36667,   0.13138,   1.13538,   0.00067,-33184.43247,329372.57178,198972.91378,495161.05309
  33.44828,   0.95000,   0.12206,   1.88952,   0.00074,-117377.33976,2462120.51169,647521.50490,2992264.67682
  32.06897,   0.61667,   0.00566,   1.66338,   0.00064,-173130.52269,1481229.94789,432909.22438,1741008.64957
  30.68966,   0.86667,   0.08481,   1.81236,   0.00068,-111671.56142,1750904.32623,459178.99297,2098411.75778
  22.41379,   0.78333,   0.13138,   1.58049,   0.00072,-33184.43247,623286.71407,198972.91378,789075.19539
  34.82759,   0.61667,   0.15000,   1.73979,   0.00068,-108098.05900,1897307.48310,778087.03679,2567296.46089
  25.17241,   0.20000,   0.00566,   0.84171,   0.00055,-83732.29531,300027.51528,209370.84030,425666.06027
  26.55172,   0.36667,   0.06619,   1.25231,   0.00070,-78777.31104,547544.61710,284637.65420,753404.96026
  32.06897,   0.70000,   0.00566,   1.72433,   0.00075,-173130.52269,1653395.82216,432909.22438,1913174.52385
  10.00000,   0.53333,   0.12672,   0.66271,   0.00047,-3042.23395,39691.63557,17486.34113,54135.74275
  12.75862,   0.95000,   0.09878,   1.23151,   0.00058,-7469.61628,136646.66728,34077.95888,163255.00989
  34.82759,   0.45000,   0.04291,   1.56233,   0.00072,-195307.99404,1456223.73912,607596.54800,1868512.29308
  32.06897,   0.36667,   0.01497,   1.38028,   0.00067,-168108.93052,964709.53070,443039.63272,1239640.23289
  40.34483,   0.36667,   0.04291,   1.55303,   0.00076,-303608.14578,1920901.98130,944514.64839,2561808.48390
  23.79310,   0.36667,   0.06619,   1.16114,   0.00068,-56686.05888,393998.55105,204817.68942,542130.18160
  10.00000,   0.86667,   0.10344,   0.94689,   0.00060,-3506.03407,60573.99043,16585.00311,73652.95947
  16.89655,   0.61667,   0.09412,   1.19184,   0.00064,-17782.26420,216651.43178,78304.30921,277173.47679
  30.68966,   0.28333,   0.14534,   1.25491,   0.00062,-76807.19777,694597.21220,526928.47070,1144718.48513
  14.13793,   0.86667,   0.08481,   1.25759,   0.00070,-10917.51604,171176.31219,44891.41153,205150.20769
  32.06897,   0.95000,   0.06619,   1.86687,   0.00066,-138796.40195,2169916.23935,501498.23270,2532618.07011
  22.41379,   0.53333,   0.08947,   1.34474,   0.00068,-42508.67621,446935.54020,180825.06885,585251.93284
  11.37931,   0.53333,   0.00566,   0.73237,   0.00051,-7735.10819,58485.30804,19341.47506,70091.67491
  11.37931,   0.45000,   0.06153,   0.65820,   0.00043,-6325.64727,50793.20573,22159.62785,66627.18631
  12.75862,   0.36667,   0.03359,   0.63351,   0.00041,-9936.29481,60750.88977,29204.08659,80018.68155
  27.93103,   0.36667,   0.08481,   1.30137,   0.00078,-84183.54522,637385.80737,346151.83157,899354.09372
  19.65517,   0.95000,   0.02894,   1.57582,   0.00075,-36929.84222,499595.30600,105569.23369,568234.69746
  34.82759,   0.61667,   0.14534,   1.73846,   0.00070,-112252.48369,1897307.48310,770097.48155,2555152.48097
  47.24138,   0.70000,   0.14534,   1.91799,   0.00072,-280151.79936,5285542.00539,1921954.75809,6927344.96412
  45.86207,   0.28333,   0.00566,   1.49042,   0.00063,-506383.52159,2318023.12006,1266201.32694,3077840.92541
  43.10345,   0.28333,   0.10809,   1.48655,   0.00061,-273475.81713,1924389.16131,1342385.12753,2993298.47170
  18.27586,   0.28333,   0.00100,   0.76587,   0.00057,-32503.19944,146686.54259,79198.23864,193381.58179
  33.44828,   0.86667,   0.11741,   1.85415,   0.00071,-120872.97012,2266770.51487,640738.46046,2786636.00521
  14.13793,   0.95000,   0.00566,   1.30194,   0.00065,-14834.60843,185928.26517,37093.62583,208187.28257
  18.27586,   0.53333,   0.14069,   1.18382,   0.00063,-16814.48054,242288.31119,110133.54290,335607.37355
  12.75862,   0.86667,   0.00566,   1.14364,   0.00067,-10902.59085,125804.82348,27261.69871,142163.93134
  38.96552,   0.20000,   0.11275,   1.24322,   0.00070,-196587.34231,1112828.20382,1002306.07224,1918546.93374
  21.03448,   0.86667,   0.01031,   1.56597,   0.00074,-48151.06055,563743.47094,123584.79451,639177.20489
  27.93103,   0.78333,   0.10344,   1.71720,   0.00064,-76397.11971,1206154.18378,361390.23297,1491147.29704
  29.31034,   0.70000,   0.01031,   1.67337,   0.00070,-130278.60078,1262363.33090,334373.82110,1466458.55121
  23.79310,   0.36667,   0.04291,   1.14978,   0.00073,-62273.43753,393998.55105,193730.55291,525455.66643
  12.75862,   0.61667,   0.10344,   0.94276,   0.00060,-7281.60707,93277.85662,34445.03777,120441.28732
  16.89655,   0.45000,   0.11275,   1.00297,   0.00068,-16029.06669,166284.56952,81724.64559,231980.14842
  43.10345,   0.20000,   0.05687,   1.28951,   0.00066,-350498.12087,1506339.24998,1191055.64845,2346896.77755
  44.48276,   0.61667,   0.14069,   1.85144,   0.00088,-242451.66168,3953143.93727,1588039.57205,5298731.84764
  43.10345,   0.61667,   0.07550,   1.83098,   0.00070,-323324.64543,3596694.47264,1244753.10031,4518122.92751
  33.44828,   0.78333,   0.08481,   1.81120,   0.00074,-144573.17797,2071397.00541,594466.17768,2521290.00512
  15.51724,   0.45000,   0.04756,   0.90605,   0.00060,-16969.89056,128795.67183,54344.38559,166170.16686
  36.20690,   0.70000,   0.11275,   1.80789,   0.00071,-157720.50176,2379555.44968,804142.39683,3025977.34475
  43.10345,   0.95000,   0.14069,   1.97514,   0.00060,-220590.13415,5268949.46682,1444848.26299,6493207.59566
  43.10345,   0.70000,   0.10809,   1.87967,   0.00072,-273475.81713,4014744.38397,1342385.12753,5083653.69437
  11.37931,   0.36667,   0.05687,   0.56061,   0.00050,-6449.07434,43101.19600,21915.11440,58567.23607
  50.00000,   0.36667,   0.12206,   1.69722,   0.00072,-392078.38911,3656381.87979,2162931.86631,5427235.35699
  14.13793,   0.70000,   0.14069,   1.12712,   0.00066,-7784.08319,141670.45312,50985.14090,184871.51083
  14.13793,   0.45000,   0.08947,   0.83998,   0.00059,-10668.15129,97412.64106,45380.59904,132125.08882
  50.00000,   0.53333,   0.03825,   1.83492,   0.00072,-588015.13502,4961454.44596,1777700.95167,6151140.26262
  33.44828,   0.70000,   0.09412,   1.76286,   0.00068,-137947.65280,1876044.65733,607453.33324,2345550.33776
  29.31034,   0.78333,   0.09878,   1.74500,   0.00070,-90562.78158,1393813.10203,413166.43735,1716416.75780
  12.75862,   0.95000,   0.05687,   1.22049,   0.00070,-9089.93347,136646.66728,30889.22867,158445.96248
  15.51724,   0.45000,   0.02894,   0.89941,   0.00064,-18171.48712,128795.67183,51945.79384,162569.97855
  18.27586,   0.28333,   0.11275,   0.81481,   0.00060,-20283.71922,146686.54259,103417.11068,229819.93405
  14.13793,   0.61667,   0.05222,   1.02076,   0.00059,-12602.34881,126918.50014,41564.82308,155880.97441
  16.89655,   0.95000,   0.02894,   1.45811,   0.00074,-23460.71006,317381.82230,67065.79378,360986.90602
  36.20690,   0.36667,   0.09412,   1.49926,   0.00067,-174971.36207,1388403.06136,770487.46355,1983919.16284
  50.00000,   0.45000,   0.00100,   1.75933,   0.00075,-665583.67014,4308914.23588,1621780.47843,5265111.04417
  30.68966,   0.70000,   0.08481,   1.71602,   0.00067,-111671.56142,1449098.92077,459178.99297,1796606.35232
  10.00000,   0.95000,   0.07084,   1.00177,   0.00061,-4123.39784,65794.24928,15373.93225,77044.78369
  45.86207,   0.86667,   0.01497,   1.96045,   0.00069,-491696.03904,5843151.45232,1295831.41047,6647286.82374
  18.27586,   0.36667,   0.12672,   0.95805,   0.00065,-18570.60601,178556.22789,106741.28192,266726.90379
  33.44828,   0.86667,   0.04756,   1.84712,   0.00070,-169964.01435,2266770.51487,544292.84019,2641099.34071
  11.37931,   0.45000,   0.00566,   0.64283,   0.00048,-7735.10819,50793.20573,19341.47506,62399.57260
  43.10345,   0.20000,   0.08016,   1.29977,   0.00065,-316378.50956,1506339.24998,1258423.47823,2448384.21864
  16.89655,   0.28333,   0.01031,   0.70925,   0.00050,-24957.70403,115918.01035,64056.58958,155016.89590
  27.93103,   0.78333,   0.06153,   1.71173,   0.00076,-93544.45277,1206154.18378,327699.31228,1440309.04329
  44.48276,   0.95000,   0.09412,   1.98348,   0.00068,-324465.19891,5791127.32511,1428784.48887,6895446.61507
  26.55172,   0.61667,   0.05222,   1.54908,   0.00069,-83477.99197,840708.48151,275325.49833,1032555.98787
  41.72414,   0.53333,   0.14069,   1.76769,   0.00076,-200083.91162,2883109.76498,1310534.09651,3993559.94987
  45.86207,   0.53333,   0.00100,   1.78910,   0.00071,-513633.81030,3828775.95416,1251535.04207,4566677.18593
  25.17241,   0.70000,   0.08016,   1.58958,   0.00079,-63015.19270,799643.09636,250648.49725,987276.40090
  29.31034,   0.28333,   0.03825,   1.17241,   0.00067,-118451.63520,605089.16117,358105.72225,844743.24823
  11.37931,   0.36667,   0.04291,   0.55626,   0.00047,-6812.35916,43101.19600,21193.01838,57481.85522
  22.41379,   0.86667,   0.11275,   1.63239,   0.00067,-37416.22929,682074.91953,190767.69325,835426.38349
  10.00000,   0.78333,   0.06153,   0.87054,   0.00059,-4292.96339,55353.10326,15038.85168,66098.99155
  23.79310,   0.70000,   0.07084,   1.54602,   0.00066,-55540.31374,675266.01274,207079.95053,826805.64953
  29.31034,   0.95000,   0.12206,   1.83131,   0.00073,-78981.51519,1656725.30133,435707.86045,2013451.64659
  48.62069,   0.70000,   0.08481,   1.92360,   0.00060,-444047.78792,5762157.90373,1825866.97543,7143977.09124
  48.62069,   0.95000,   0.00566,   1.99927,   0.00068,-603367.56411,7562254.50762,1508707.88194,8467594.82545
  15.51724,   0.86667,   0.00566,   1.31811,   0.00073,-19613.81334,226323.48215,49043.92702,255753.59583
  18.27586,   0.20000,   0.14069,   0.66375,   0.00056,-16814.48054,114820.69271,110133.54290,208139.75507
  30.68966,   0.36667,   0.11275,   1.38436,   0.00068,-96048.44843,845508.08769,489705.70513,1239165.34439
  41.72414,   0.36667,   0.04291,   1.57589,   0.00072,-335824.15591,2124729.83818,1044737.56369,2833643.24597
  47.24138,   0.78333,   0.03825,   1.94147,   0.00064,-495959.50558,5835924.98141,1499396.24433,6839361.72017
  33.44828,   0.78333,   0.12672,   1.81676,   0.00074,-113845.00458,2071397.00541,654365.38372,2611917.38455
  50.00000,   0.53333,   0.02428,   1.83179,   0.00068,-617771.07446,4961454.44596,1718148.34442,6061831.71592
  50.00000,   0.95000,   0.06153,   2.01018,   0.00078,-536620.42381,8224281.16005,1879856.45994,9567517.19618
  25.17241,   0.95000,   0.02428,   1.73832,   0.00074,-78830.07632,1049451.38800,219242.64623,1189863.95790
  32.06897,   0.53333,   0.09412,   1.61116,   0.00062,-121576.03601,1309043.35146,535360.81852,1722828.13397
  33.44828,   0.36667,   0.07550,   1.43518,   0.00060,-151085.95109,1094618.80614,581659.04979,1525191.90484
  14.13793,   0.45000,   0.04756,   0.82687,   0.00055,-12834.91778,97412.64106,41102.54678,125680.27007
  43.10345,   0.53333,   0.06153,   1.77217,   0.00073,-343790.03355,3178594.24416,1204344.61074,4039148.82135
  15.51724,   0.28333,   0.15000,   0.69758,   0.00050,-9560.73010,89784.26599,68817.88832,149041.42421
  26.55172,   0.36667,   0.12206,   1.27207,   0.00067,-58713.89217,547544.61710,323899.89325,812730.61817
  21.03448,   0.61667,   0.01497,   1.35702,   0.00061,-47438.51566,417987.01513,125020.97593,495569.47540
  32.06897,   0.86667,   0.14534,   1.83869,   0.00073,-87635.63210,1997750.36508,601215.91394,2511330.64691
  10.00000,   0.86667,   0.02428,   0.92687,   0.00062,-4942.16860,60573.99043,13745.18676,69377.00859
  38.96552,   0.95000,   0.14534,   1.94620,   0.00068,-157205.27636,3892506.66559,1078491.83762,4813793.22684
  47.24138,   0.28333,   0.07084,   1.53489,   0.00063,-434733.35802,2533521.13460,1620886.81549,3719674.59207
  23.79310,   0.28333,   0.09412,   1.02718,   0.00064,-49653.06189,323675.54983,218647.56186,492670.04981
  30.68966,   0.28333,   0.10344,   1.24025,   0.00069,-101342.67479,694597.21220,479393.11050,1072647.64791
  21.03448,   0.86667,   0.07550,   1.57981,   0.00063,-37574.91900,563743.47094,144658.00110,670826.55304
  43.10345,   0.28333,   0.06619,   1.47437,   0.00073,-337022.79138,1924389.16131,1217728.49933,2805094.86925
  12.75862,   0.28333,   0.15000,   0.55318,   0.00042,-5314.45500,49907.74102,38253.30986,82846.59588
  43.10345,   0.45000,   0.02894,   1.69077,   0.00069,-389478.18394,2760539.30112,1113379.07076,3484440.18794
  22.41379,   0.86667,   0.11741,   1.63232,   0.00071,-36370.87249,682074.91953,192799.24059,838503.28762
  30.68966,   0.70000,   0.01031,   1.70202,   0.00071,-149550.11380,1449098.92077,383836.19947,1683385.00643
  36.20690,   0.53333,   0.02894,   1.67037,   0.00074,-230845.31579,1883965.83509,659904.33811,2313024.85742
  34.82759,   0.36667,   0.02894,   1.44783,   0.00068,-205455.28082,1235696.46578,587323.29325,1617564.47821
  19.65517,   0.95000,   0.03359,   1.57651,   0.00066,-36328.19113,499595.30600,106773.36569,570040.48055
  40.34483,   0.45000,   0.08947,   1.66716,   0.00069,-247910.74714,2263713.73808,1054572.42889,3070375.41982
  29.31034,   0.45000,   0.07084,   1.45079,   0.00074,-103828.79359,868001.36047,387121.71379,1151294.28067
  50.00000,   0.28333,   0.07084,   1.56912,   0.00060,-515424.72992,3003770.98388,1921741.53119,4410087.78515
  21.03448,   0.20000,   0.07550,   0.74076,   0.00062,-37574.91900,175058.02944,144658.00110,282141.11154
  27.93103,   0.20000,   0.07550,   0.96380,   0.00058,-87975.86921,409871.33739,338694.36646,660589.83465
  43.10345,   0.78333,   0.02894,   1.91016,   0.00068,-389478.18394,4432799.32702,1113379.07076,5156700.21384
  12.75862,   0.45000,   0.15000,   0.77221,   0.00053,-5314.45500,71592.73358,38253.30986,104531.58843
  12.75862,   0.36667,   0.08481,   0.64907,   0.00054,-8023.75142,60750.88977,32992.62632,85719.76467
  30.68966,   0.61667,   0.09878,   1.65770,   0.00075,-103959.31649,1298206.20696,474284.24433,1668531.13480
  10.00000,   0.61667,   0.03825,   0.71988,   0.00052,-4704.12108,44912.52273,14221.60761,54430.00927
  40.34483,   0.78333,   0.00100,   1.88351,   0.00066,-349668.34229,3635010.27885,852012.02628,4137353.96284
  45.86207,   0.70000,   0.04756,   1.89753,   0.00063,-438123.52011,4835960.67276,1403046.96870,5800884.12135
  12.75862,   0.86667,   0.11275,   1.16968,   0.00064,-6901.20980,125804.82348,35186.01152,154089.62519
  47.24138,   0.86667,   0.08016,   1.97465,   0.00066,-416522.63306,6386367.57718,1656755.57859,7626600.52271
  48.62069,   0.70000,   0.12672,   1.92476,   0.00061,-349668.05849,5762157.90373,2009843.77052,7422333.61577
  11.37931,   0.78333,   0.06619,   0.98547,   0.00062,-6201.13178,81562.35562,22405.88792,97767.11177
  44.48276,   0.61667,   0.12206,   1.85085,   0.00068,-276081.98559,3953143.93727,1523028.40693,5200090.35861
  50.00000,   0.70000,   0.13603,   1.93578,   0.00072,-356412.38031,6266597.69797,2231930.23381,8142115.55146
  21.03448,   0.28333,   0.00100,   0.87877,   0.00062,-49555.05764,223641.37060,120747.29097,294833.60393
  45.86207,   0.36667,   0.06153,   1.63970,   0.00073,-414112.31274,2821645.78412,1450693.39837,3858226.86975
  29.31034,   0.53333,   0.13138,   1.55850,   0.00065,-74208.05820,999451.13160,444949.40758,1370192.48098
  44.48276,   0.36667,   0.08947,   1.62733,   0.00067,-332282.03559,2574641.18784,1413474.31436,3655833.46662
  32.06897,   0.36667,   0.06153,   1.39992,   0.00066,-141583.36143,964709.53070,495986.33372,1319112.50299
  11.37931,   0.53333,   0.01031,   0.73344,   0.00053,-7623.56843,58485.30804,19566.69547,70428.43507
  47.24138,   0.95000,   0.09412,   1.99828,   0.00066,-388651.78959,6936743.92879,1711430.53370,8259522.67290
  40.34483,   0.36667,   0.03825,   1.55249,   0.00081,-308917.25072,1920901.98130,933925.77485,2545910.50543
  11.37931,   0.36667,   0.12672,   0.57855,   0.00049,-4482.70743,43101.19600,25765.98402,64384.47259
  26.55172,   0.28333,   0.09412,   1.11885,   0.00063,-69003.46889,449815.88009,303857.19749,684669.60869
  41.72414,   0.70000,   0.06619,   1.86386,   0.00067,-305692.90266,3641530.76744,1104527.55458,4440365.41937
  34.82759,   0.70000,   0.02894,   1.77267,   0.00074,-205455.28082,2117834.75644,587323.29325,2499702.76888
  40.34483,   0.70000,   0.03825,   1.84630,   0.00071,-308917.25072,3292194.39593,933925.77485,3917202.92006
  32.06897,   0.20000,   0.14069,   1.10722,   0.00067,-90845.83509,620357.05999,595033.17104,1124544.39594
  10.00000,   0.20000,   0.13603,   0.30208,   0.00033,-2851.29904,18809.90902,17855.44187,33814.05185
  18.27586,   0.95000,   0.10344,   1.53559,   0.00072,-21401.76540,401625.61497,101239.27462,481463.12419
  16.89655,   0.86667,   0.14069,   1.42379,   0.00072,-13287.52519,292200.05817,87032.25900,365944.79198
  23.79310,   0.61667,   0.12672,   1.48772,   0.00070,-40977.52258,604951.47469,235533.14780,799507.09990
  45.86207,   0.70000,   0.08016,   1.90052,   0.00073,-381093.75931,4835960.67276,1515834.10259,5970701.01605
  36.20690,   0.53333,   0.08016,   1.68114,   0.00068,-187518.83920,1883965.83509,745872.75284,2442319.74873
  11.37931,   0.28333,   0.15000,   0.47877,   0.00044,-3770.46933,35408.26046,27139.74087,58777.53200
  27.93103,   0.53333,   0.03359,   1.49843,   0.00067,-104249.55609,864887.95529,306403.25400,1067041.65320
  32.06897,   0.45000,   0.04291,   1.50522,   0.00080,-152477.15640,1136875.40497,474351.26417,1458749.51274
  18.27586,   0.70000,   0.04756,   1.32887,   0.00078,-27724.84184,306023.84637,88786.04667,367085.05120
  36.20690,   0.53333,   0.09412,   1.68388,   0.00063,-174971.36207,1883965.83509,770487.46355,2479481.93658
  26.55172,   0.28333,   0.04291,   1.09426,   0.00067,-86542.15964,449815.88009,269229.72464,632503.44509
  21.03448,   0.70000,   0.08016,   1.45450,   0.00072,-36767.67929,466570.35629,146246.69330,576049.37031
  23.79310,   0.78333,   0.05222,   1.60639,   0.00075,-60068.54392,745581.39711,198116.90961,883629.76280
  43.10345,   0.36667,   0.01962,   1.58734,   0.00069,-402024.39070,2342489.38978,1088203.40871,3028668.40779
  29.31034,   0.86667,   0.06153,   1.78539,   0.00075,-108098.52144,1525277.11233,378684.25209,1795862.84298
  27.93103,   0.45000,   0.05222,   1.40609,   0.00070,-97175.07149,751136.19677,320500.94104,974462.06632
  44.48276,   0.86667,   0.01962,   1.95269,   0.00065,-441866.91275,5331646.68670,1196049.52280,6085829.29674
  22.41379,   0.36667,   0.00100,   1.07982,   0.00060,-59956.81315,329372.57178,146092.51019,415508.26882
  10.00000,   0.95000,   0.13603,   1.01492,   0.00068,-2851.29904,65794.24928,17855.44187,80798.39211
  22.41379,   0.70000,   0.06619,   1.50058,   0.00065,-47388.07528,564504.87611,171222.27716,688339.07800
  30.68966,   0.70000,   0.02894,   1.70560,   0.00070,-140579.91295,1449098.92077,401867.77925,1710386.78707
  48.62069,   0.86667,   0.07084,   1.98205,   0.00063,-473934.79276,6962248.78612,1767047.87615,8255361.86951
  14.13793,   0.61667,   0.09412,   1.03301,   0.00053,-10417.18618,126918.50014,45872.14309,162373.45705
  33.44828,   0.36667,   0.10344,   1.44538,   0.00075,-131201.10772,1094618.80614,620635.94888,1584053.64731
  34.82759,   0.95000,   0.06619,   1.90010,   0.00067,-177784.31527,2779445.77377,642369.10078,3244030.55927
