core_r,fuel_frac,ref_mult,keff,stdv,r_mass,c_mass,p_mass,mass
  40.34483,   0.78333,   0.01962,   1.88540,   0.00072,-329670.41473,3635010.27885,892354.98481,4197694.84893
  48.62069,   0.78333,   0.08016,   1.95502,   0.00069,-454081.94273,6362170.84699,1806151.05167,7714239.95594
  40.34483,   0.61667,   0.06619,   1.80107,   0.00071,-276367.41944,2949382.63914,998568.91444,3671584.13415
  21.03448,   0.45000,   0.10809,   1.19353,   0.00070,-31781.77668,320813.90049,156004.23024,445036.35405
  18.27586,   0.53333,   0.03825,   1.15180,   0.00063,-28715.20752,242288.31119,86812.47930,300385.58296
  12.75862,   0.70000,   0.04291,   1.00901,   0.00059,-9601.98135,104119.70043,29871.43844,124389.15752
  29.31034,   0.70000,   0.00100,   1.67187,   0.00074,-134077.28712,1262363.33090,326696.60722,1454982.65100
  38.96552,   0.36667,   0.08016,   1.54303,   0.00070,-233728.84198,1730545.26737,929677.12216,2426493.54755
  16.89655,   0.61667,   0.04291,   1.17589,   0.00068,-22302.00267,216651.43178,69380.77420,263730.20331
  21.03448,   0.28333,   0.08016,   0.91710,   0.00070,-36767.67929,223641.37060,146246.69330,333120.38461
  43.10345,   0.53333,   0.05687,   1.77032,   0.00077,-350498.12087,3178594.24416,1191055.64845,4019151.77174
  18.27586,   0.28333,   0.08016,   0.80156,   0.00051,-24115.94840,146686.54259,95923.31574,218493.90993
  36.20690,   0.86667,   0.03359,   1.87886,   0.00066,-227084.44578,2875148.04659,667431.26525,3315494.86606
  10.00000,   0.86667,   0.04756,   0.93383,   0.00062,-4541.87952,60573.99043,14544.91713,70577.02804
  47.24138,   0.61667,   0.13138,   1.87584,   0.00076,-310710.71155,4735165.65378,1863012.59429,6287467.53652
  43.10345,   0.20000,   0.12672,   1.31963,   0.00068,-243628.84487,1506339.24998,1400344.99665,2663055.40175
  18.27586,   0.28333,   0.13138,   0.82142,   0.00060,-17989.61903,146686.54259,107865.24435,236562.16790
  15.51724,   0.45000,   0.02428,   0.89674,   0.00057,-18465.49646,128795.67183,51356.34135,161686.51672
  16.89655,   0.61667,   0.11741,   1.20014,   0.00072,-15581.23713,216651.43178,82594.95798,283665.15263
  25.17241,   0.20000,   0.05222,   0.86895,   0.00059,-71132.55450,300027.51528,234608.01528,463502.97607
  11.37931,   0.53333,   0.09878,   0.75731,   0.00047,-5299.50091,58485.30804,24177.43659,77363.24372
  27.93103,   0.53333,   0.09412,   1.51638,   0.00070,-80325.56682,864887.95529,353714.12502,1138276.51349
  44.48276,   0.78333,   0.13603,   1.93237,   0.00074,-250967.76660,4872110.74448,1571613.60527,6192756.58315
  40.34483,   0.36667,   0.10344,   1.57125,   0.00068,-230239.48277,1920901.98130,1089128.76079,2779791.25931
  45.86207,   0.45000,   0.12672,   1.74265,   0.00072,-293463.14482,3325207.83867,1686785.67909,4718530.37294
  29.31034,   0.53333,   0.15000,   1.56408,   0.00066,-64433.27338,999451.13160,463789.03760,1398806.89582
  10.00000,   0.95000,   0.10809,   1.00975,   0.00063,-3414.93806,65794.24928,16762.58660,79141.89781
  45.86207,   0.53333,   0.04291,   1.79873,   0.00073,-445975.19962,3828775.95416,1387413.72627,4770214.48080
  37.58621,   0.45000,   0.07550,   1.62104,   0.00066,-214382.00101,1830389.20045,825339.68312,2441346.88256
  16.89655,   0.86667,   0.05222,   1.40326,   0.00068,-21512.36354,292200.05817,70951.66128,341639.35592
  33.44828,   0.28333,   0.02894,   1.27268,   0.00072,-181998.75166,899245.29669,520269.45118,1237515.99621
  12.75862,   0.70000,   0.12672,   1.03075,   0.00056,-6318.35054,104119.70043,36317.00741,134118.35730
  32.06897,   0.78333,   0.04291,   1.78517,   0.00076,-152477.15640,1825563.76865,474351.26417,2147437.87642
  33.44828,   0.86667,   0.14069,   1.85733,   0.00073,-103079.27555,2266770.51487,675161.25691,2838852.49622
  18.27586,   0.45000,   0.01497,   1.03496,   0.00063,-31114.95798,210422.07777,82001.35181,261308.47160
  26.55172,   0.36667,   0.08947,   1.26019,   0.00066,-70665.86241,547544.61710,300601.20839,777479.96307
  50.00000,   0.95000,   0.04291,   2.00757,   0.00067,-577909.40589,8224281.16005,1797856.56904,9444228.32320
  40.34483,   0.95000,   0.09412,   1.95234,   0.00065,-242078.72009,4320675.05378,1065995.12526,5144591.45894
  23.79310,   0.20000,   0.13138,   0.86495,   0.00061,-39695.52850,253361.01178,238013.26051,451678.74379
  26.55172,   0.28333,   0.14534,   1.13857,   0.00060,-49739.75803,449815.88009,341234.87632,741310.99838
  47.24138,   0.78333,   0.13603,   1.94920,   0.00064,-300614.89475,5835924.98141,1882514.49550,7417824.58216
  38.96552,   0.36667,   0.00566,   1.51716,   0.00069,-310570.38119,1730545.26737,776574.69488,2196549.58106
  34.82759,   0.20000,   0.12206,   1.16222,   0.00062,-132505.27315,794615.37609,730975.96225,1393086.06519
  32.06897,   0.95000,   0.14069,   1.87302,   0.00062,-90845.83509,2169916.23935,595033.17104,2674103.57530
  33.44828,   0.61667,   0.09878,   1.70738,   0.00075,-134588.68645,1680694.66051,614021.86550,2160127.83956
  30.68966,   0.36667,   0.07550,   1.37087,   0.00063,-116702.17328,845508.08769,449286.48047,1178092.39489
  43.10345,   0.95000,   0.02428,   1.96762,   0.00061,-395779.82684,5268949.46682,1100745.05322,5973914.69321
  26.55172,   0.95000,   0.14534,   1.78478,   0.00075,-49739.75803,1231589.32155,341234.87632,1523084.43984
  25.17241,   0.86667,   0.06153,   1.70015,   0.00068,-68474.92658,966185.63219,239877.25282,1137587.95843
  25.17241,   0.70000,   0.13603,   1.59999,   0.00073,-45479.65469,799643.09636,284803.28386,1038966.72554
  26.55172,   0.28333,   0.01962,   1.08114,   0.00072,-93971.09418,449815.88009,254361.84315,610206.62906
  34.82759,   0.78333,   0.01497,   1.82117,   0.00067,-215330.73397,2338364.68408,567489.47836,2690523.42848
  29.31034,   0.28333,   0.14534,   1.22022,   0.00072,-66909.57299,605089.16117,459026.75786,997206.34604
  19.65517,   0.70000,   0.08481,   1.40261,   0.00070,-29335.72128,380673.12310,120624.68532,471962.08714
  18.27586,   0.61667,   0.06619,   1.25415,   0.00064,-25689.55855,274157.99649,92821.34142,341289.77936
  45.86207,   0.78333,   0.08947,   1.93743,   0.00080,-364160.33787,5339528.78826,1549079.48297,6524447.93336
  29.31034,   0.36667,   0.02428,   1.31435,   0.00065,-124445.76609,736553.17148,346109.25602,958216.66141
  19.65517,   0.86667,   0.04291,   1.52575,   0.00073,-35105.90419,459956.32773,109213.27776,534063.70130
  18.27586,   0.28333,   0.03359,   0.78111,   0.00056,-29204.30182,146686.54259,85835.31138,203317.55215
  38.96552,   0.53333,   0.03825,   1.71438,   0.00067,-278304.30259,2348228.87570,841376.00225,2911300.57536
  41.72414,   0.61667,   0.14069,   1.82586,   0.00076,-200083.91162,3262343.08603,1310534.09651,4372793.27092
  22.41379,   0.86667,   0.07550,   1.62600,   0.00071,-45462.00741,682074.91953,175022.15022,811635.06234
  41.72414,   0.53333,   0.01497,   1.74605,   0.00072,-370252.44322,2883109.76498,975775.08792,3488632.40968
  43.10345,   0.70000,   0.09878,   1.88005,   0.00068,-288020.42156,4014744.38397,1314009.67804,5040733.64045
  43.10345,   0.86667,   0.12206,   1.95007,   0.00068,-251188.05875,4850899.55549,1385699.06378,5985410.56052
  19.65517,   0.20000,   0.11741,   0.70910,   0.00056,-24526.65018,142829.23442,130013.91512,248316.49935
  40.34483,   0.95000,   0.07084,   1.95174,   0.00071,-270781.44938,4320675.05378,1009598.35055,5059491.95494
  26.55172,   0.45000,   0.08947,   1.37991,   0.00062,-70665.86241,645261.59273,300601.20839,875196.93871
  12.75862,   0.95000,   0.12672,   1.23616,   0.00061,-6318.35054,136646.66728,36317.00741,166645.32416
  12.75862,   0.86667,   0.02428,   1.14892,   0.00068,-10264.28412,125804.82348,28547.08401,144087.62337
  23.79310,   0.28333,   0.15000,   1.04983,   0.00061,-34466.78031,323675.54983,248090.99449,537299.76402
  10.00000,   0.20000,   0.09878,   0.29560,   0.00030,-3596.55896,18809.90902,16408.25763,31621.60770
  15.51724,   0.20000,   0.08947,   0.53014,   0.00047,-14105.06580,70279.73687,60000.68038,116175.35145
  19.65517,   0.45000,   0.12672,   1.14092,   0.00062,-23100.58733,261750.94021,132778.98972,371429.34260
  48.62069,   0.61667,   0.14069,   1.88608,   0.00066,-316601.77172,5162152.18223,2073717.03950,6919267.45001
  32.06897,   0.36667,   0.07550,   1.40491,   0.00067,-133155.08208,964709.53070,512627.79864,1344182.24726
  33.44828,   0.61667,   0.11741,   1.71178,   0.00068,-120872.97012,1680694.66051,640738.46046,2200560.15085
  47.24138,   0.70000,   0.11275,   1.91420,   0.00067,-350333.64627,5285542.00539,1786185.91019,6721394.26931
  50.00000,   0.53333,   0.05687,   1.83864,   0.00065,-547091.04923,4961454.44596,1859113.77435,6273477.17109
  18.27586,   0.36667,   0.01497,   0.91453,   0.00055,-31114.95798,178556.22789,82001.35181,229442.62172
  27.93103,   0.45000,   0.08481,   1.41774,   0.00070,-84183.54522,751136.19677,346151.83157,1013104.48312
  37.58621,   0.95000,   0.03825,   1.92592,   0.00069,-249783.70279,3493602.93400,755151.86552,3998971.09673
  27.93103,   0.53333,   0.15000,   1.52902,   0.00077,-55758.16596,864887.95529,401345.83846,1210475.62779
  38.96552,   0.36667,   0.04756,   1.53331,   0.00080,-268705.79877,1730545.26737,860503.57746,2322343.04606
  40.34483,   0.95000,   0.10344,   1.95465,   0.00069,-230239.48277,4320675.05378,1089128.76079,5179564.33179
  21.03448,   0.86667,   0.06153,   1.57670,   0.00072,-39953.28796,563743.47094,139961.96031,663752.14329
  19.65517,   0.61667,   0.06619,   1.31680,   0.00067,-31956.08644,341034.14484,115463.51812,424541.57653
  34.82759,   0.70000,   0.07550,   1.78289,   0.00070,-170558.34848,2117834.75644,656624.96211,2603901.37007
  41.72414,   0.70000,   0.00566,   1.85442,   0.00069,-381312.27666,3641530.76744,953463.31408,4213681.80486
  41.72414,   0.53333,   0.01962,   1.74611,   0.00079,-364651.90508,2883109.76498,987043.21248,3505501.07239
  21.03448,   0.86667,   0.04756,   1.57583,   0.00073,-42269.87370,563743.47094,135365.06361,656838.66084
  18.27586,   0.86667,   0.04291,   1.46554,   0.00079,-28221.70303,369759.76509,87796.76134,429334.82339
  37.58621,   0.53333,   0.12672,   1.71257,   0.00072,-161539.30734,2107582.59257,928505.65747,2874548.94271
  14.13793,   0.45000,   0.01962,   0.81697,   0.00058,-14186.45178,97412.64106,38400.02133,121626.21062
  14.13793,   0.78333,   0.13138,   1.19988,   0.00068,-8328.10093,156422.58365,49935.05645,198029.53917
  45.86207,   0.36667,   0.10809,   1.64938,   0.00081,-329415.31767,2821645.78412,1616970.11405,4109200.58050
  15.51724,   0.61667,   0.10809,   1.12040,   0.00061,-12759.28279,167807.31243,62630.29629,217678.32593
  29.31034,   0.45000,   0.08947,   1.45635,   0.00069,-95059.22157,868001.36047,404366.63329,1177308.77219
  36.20690,   0.45000,   0.00100,   1.57587,   0.00068,-252735.74686,1636182.95707,615823.25237,1999270.46257
  45.86207,   0.28333,   0.01497,   1.49544,   0.00071,-491696.03904,2318023.12006,1295831.41047,3122158.49148
  37.58621,   0.28333,   0.01031,   1.35269,   0.00072,-274723.69835,1275975.72579,705107.45595,1706359.48339
  44.48276,   0.70000,   0.01962,   1.88185,   0.00067,-441866.91275,4412624.57568,1196049.52280,5166807.18573
  34.82759,   0.78333,   0.12206,   1.83534,   0.00064,-132505.27315,2338364.68408,730975.96225,2936835.37318
  19.65517,   0.53333,   0.07084,   1.22555,   0.00065,-31310.18634,301390.39557,116738.84071,386819.04994
  32.06897,   0.61667,   0.08947,   1.68172,   0.00071,-124504.97884,1481229.94789,529624.14681,1886349.11586
  11.37931,   0.53333,   0.05222,   0.74516,   0.00055,-6571.15636,58485.30804,21672.86080,73587.01248
  26.55172,   0.78333,   0.01962,   1.67139,   0.00066,-93971.09418,1036143.60891,254361.84315,1196534.35788
  44.48276,   0.45000,   0.08947,   1.71980,   0.00066,-332282.03559,3034121.82626,1413474.31436,4115314.10504
  10.00000,   0.28333,   0.14534,   0.40270,   0.00040,-2657.20885,24030.16787,18229.52840,39602.48743
  12.75862,   0.86667,   0.07550,   1.16092,   0.00066,-8385.20763,125804.82348,32281.83603,149701.45188
  12.75862,   0.86667,   0.00100,   1.14291,   0.00064,-11058.69176,125804.82348,26945.92915,141692.06086
  30.68966,   0.36667,   0.13138,   1.39135,   0.00072,-85185.31426,845508.08769,510768.72287,1271091.49629
  43.10345,   0.70000,   0.14534,   1.88277,   0.00067,-212795.18013,4014744.38397,1459861.08207,5261810.28590
  30.68966,   0.36667,   0.05222,   1.36330,   0.00076,-128905.14334,845508.08769,425152.45026,1141755.39460
  26.55172,   0.78333,   0.01497,   1.67042,   0.00068,-95414.35744,1036143.60891,251458.03823,1192187.28970
  44.48276,   0.61667,   0.00566,   1.83558,   0.00067,-462055.11651,3953143.93727,1155359.08397,4646447.90474
  22.41379,   0.78333,   0.12672,   1.57909,   0.00067,-34256.14628,623286.71407,196899.60387,785930.17167
  15.51724,   0.45000,   0.07550,   0.91609,   0.00060,-15085.02882,128795.67183,58075.17819,171785.82120
  18.27586,   0.45000,   0.11741,   1.07374,   0.00071,-19717.02064,210422.07777,104518.43319,295223.49032
  38.96552,   0.61667,   0.01031,   1.77267,   0.00072,-306091.97646,2657105.99370,785617.46257,3136631.47982
  11.37931,   0.86667,   0.09412,   1.06181,   0.00067,-5431.76199,89255.29117,23918.79715,107742.32633
  10.00000,   0.78333,   0.02428,   0.86127,   0.00052,-4942.16860,55353.10326,13745.18676,64156.12142
  44.48276,   0.78333,   0.15000,   1.93132,   0.00064,-225228.21967,4872110.74448,1621186.90805,6268069.43285
  44.48276,   0.20000,   0.09412,   1.32920,   0.00072,-324465.19891,1655624.60721,1428784.48887,2759943.89717
  32.06897,   0.61667,   0.01962,   1.66640,   0.00069,-165566.06957,1481229.94789,448155.79712,1763819.67543
  47.24138,   0.28333,   0.11741,   1.54758,   0.00075,-340545.81718,2533521.13460,1805207.58609,3998182.90351
  47.24138,   0.86667,   0.14069,   1.97772,   0.00073,-290414.11072,6386367.57718,1902189.89183,7998143.35829
  27.93103,   0.45000,   0.09878,   1.42166,   0.00065,-78369.67362,751136.19677,357538.91701,1030305.44016
  23.79310,   0.45000,   0.02894,   1.26899,   0.00071,-65508.87308,464313.08911,187266.47923,586070.69525
  16.89655,   0.53333,   0.09878,   1.10317,   0.00059,-17349.27367,191466.63674,79151.03167,253268.39474
  45.86207,   0.20000,   0.01497,   1.30933,   0.00065,-491696.03904,1814461.06552,1295831.41047,2618596.43694
  22.41379,   0.28333,   0.01497,   0.93850,   0.00060,-57396.00265,270584.36633,151263.25447,364451.61814
  34.82759,   0.28333,   0.11741,   1.34306,   0.00065,-136451.43053,1015142.64943,723318.69930,1602009.91819
  14.13793,   0.28333,   0.03825,   0.59105,   0.00042,-13293.39693,67906.95954,40188.90496,94802.46757
  30.68966,   0.95000,   0.06619,   1.84626,   0.00069,-121646.44036,1901797.04004,439532.10601,2219682.70569
  12.75862,   0.70000,   0.08947,   1.02230,   0.00064,-7840.48255,104119.70043,33352.15123,129631.36911
  40.34483,   0.78333,   0.01031,   1.88531,   0.00062,-339761.51629,3635010.27885,872033.90103,4167282.66359
  16.89655,   0.53333,   0.08947,   1.09909,   0.00059,-18210.66470,191466.63674,77465.23751,250721.20954
  27.93103,   0.95000,   0.07084,   1.80283,   0.00076,-89849.58859,1433668.65376,335000.77882,1678819.84399
  12.75862,   0.61667,   0.14069,   0.95338,   0.00060,-5720.85704,93277.85662,37471.16975,125028.16933
  37.58621,   0.78333,   0.14069,   1.86994,   0.00072,-146263.37655,2939189.45934,958013.76775,3750939.85054
  21.03448,   0.86667,   0.14069,   1.59472,   0.00076,-25635.70869,563743.47094,167911.90282,706019.66507
  14.13793,   0.53333,   0.13603,   0.95374,   0.00060,-8057.49880,112164.77160,50457.77355,154565.04635
  23.79310,   0.20000,   0.02894,   0.81090,   0.00064,-65508.87308,253361.01178,187266.47923,375118.61793
  33.44828,   0.61667,   0.03825,   1.69619,   0.00073,-176035.33937,1680694.66051,532194.10810,2036853.42924
  50.00000,   0.53333,   0.08947,   1.84213,   0.00076,-471891.00354,4961454.44596,2007348.40062,6496911.84304
  48.62069,   0.45000,   0.14069,   1.77068,   0.00066,-316601.77172,3962061.29984,2073717.03950,5719176.56762
  38.96552,   0.70000,   0.08481,   1.83598,   0.00068,-228563.97819,2965945.93925,939825.46675,3677207.42782
  44.48276,   0.95000,   0.07550,   1.98189,   0.00069,-355367.64982,5791127.32511,1368114.03062,6803873.70591
  21.03448,   0.53333,   0.13138,   1.30239,   0.00067,-27427.34941,369397.82640,164453.60741,506424.08440
  43.10345,   0.28333,   0.12206,   1.49280,   0.00068,-251188.05875,1924389.16131,1385699.06378,3058900.16634
  34.82759,   0.95000,   0.02894,   1.89666,   0.00069,-205455.28082,2779445.77377,587323.29325,3161313.78620
  11.37931,   0.78333,   0.13138,   1.00262,   0.00065,-4342.46458,81562.35562,26037.29421,103257.18525
  41.72414,   0.86667,   0.01497,   1.93197,   0.00062,-370252.44322,4399956.33387,975775.08792,5005478.97856
  10.00000,   0.78333,   0.12206,   0.88265,   0.00056,-3136.62711,55353.10326,17303.45493,69519.93108
  45.86207,   0.61667,   0.08481,   1.85743,   0.00074,-372672.47359,4332398.61822,1532380.92992,5492107.07455
  36.20690,   0.20000,   0.05222,   1.15575,   0.00061,-211674.25629,892813.44677,698139.93749,1379279.12797
  26.55172,   0.53333,   0.14534,   1.49305,   0.00072,-49739.75803,742979.74450,341234.87632,1034474.86279
  11.37931,   0.95000,   0.12672,   1.13277,   0.00060,-4482.70743,96947.30089,25765.98402,118230.57748
  32.06897,   0.78333,   0.06153,   1.78825,   0.00062,-141583.36143,1825563.76865,495986.33372,2179966.74094
  12.75862,   0.95000,   0.01497,   1.21052,   0.00061,-10586.36489,136646.66728,27899.64340,153959.94579
  26.55172,   0.20000,   0.12672,   0.95080,   0.00060,-56946.96555,352098.90446,327323.30329,622475.24220
  26.55172,   0.86667,   0.08481,   1.73413,   0.00066,-72317.65518,1133872.34592,297360.82900,1358915.51974
  32.06897,   0.28333,   0.03359,   1.24135,   0.00067,-157785.97384,792522.93427,463753.87709,1098490.83752
  23.79310,   0.20000,   0.07084,   0.83472,   0.00057,-55540.31374,253361.01178,207079.95053,404900.64857
  25.17241,   0.70000,   0.14534,   1.60224,   0.00073,-42383.81836,799643.09636,290770.15229,1048029.43029
  11.37931,   0.70000,   0.09878,   0.92069,   0.00060,-5299.50091,73870.25331,24177.43659,92748.18900
  43.10345,   0.28333,   0.00566,   1.44744,   0.00073,-420392.25234,1924389.16131,1051181.96989,2555178.87886
  40.34483,   0.28333,   0.00566,   1.40061,   0.00068,-344732.53708,1578048.96315,861996.44595,2095312.87202
  29.31034,   0.61667,   0.13138,   1.63313,   0.00068,-74208.05820,1130915.14190,444949.40758,1501656.49128
  29.31034,   0.78333,   0.04291,   1.73530,   0.00062,-116415.90505,1393813.10203,362165.93379,1639563.13077
  33.44828,   0.36667,   0.13603,   1.45619,   0.00067,-106699.93099,1094618.80614,668177.69266,1656096.56782
  21.03448,   0.53333,   0.12206,   1.30092,   0.00068,-29191.62239,369397.82640,161037.92523,501244.12923
  36.20690,   0.28333,   0.07084,   1.35268,   0.00080,-195717.32287,1140593.34248,729724.60557,1674600.62517
  44.48276,   0.45000,   0.03825,   1.70956,   0.00072,-414050.83918,3034121.82626,1251768.07027,3871839.05735
  47.24138,   0.86667,   0.05687,   1.97234,   0.00068,-461442.21487,6386367.57718,1568063.63209,7492988.99440
  12.75862,   0.61667,   0.01031,   0.91648,   0.00058,-10745.37620,93277.85662,27579.14558,110111.62601
  25.17241,   0.36667,   0.08481,   1.21623,   0.00067,-61622.70351,466569.04891,253384.57331,658330.91871
  11.37931,   0.20000,   0.04756,   0.34391,   0.00040,-6692.42320,27716.25073,21431.81924,42455.64677
  38.96552,   0.20000,   0.08947,   1.23134,   0.00058,-223343.39512,1112828.20382,950066.86633,1839551.67503
  44.48276,   0.36667,   0.15000,   1.64015,   0.00072,-225228.21967,2574641.18784,1621186.90805,3970599.87622
  23.79310,   0.86667,   0.06619,   1.66524,   0.00075,-56686.05888,815904.39833,204817.68942,964036.02887
  11.37931,   0.36667,   0.01962,   0.55052,   0.00039,-7397.14431,43101.19600,20022.65992,55726.71161
  16.89655,   0.28333,   0.10344,   0.74780,   0.00052,-16912.59484,115918.01035,80003.62594,179009.04145
  12.75862,   0.70000,   0.14069,   1.03357,   0.00057,-5720.85704,104119.70043,37471.16975,135870.01313
  18.27586,   0.36667,   0.08481,   0.94228,   0.00058,-23583.04203,178556.22789,96970.41353,251943.59939
  43.10345,   0.20000,   0.12206,   1.31989,   0.00073,-251188.05875,1506339.24998,1385699.06378,2640850.25501
  45.86207,   0.86667,   0.07550,   1.96661,   0.00069,-389460.72784,5843151.45232,1499367.44776,6953058.17224
  12.75862,   0.20000,   0.12672,   0.42211,   0.00040,-6318.35054,39065.89722,36317.00741,69064.55409
  38.96552,   0.61667,   0.15000,   1.79584,   0.00069,-151387.16473,2657105.99370,1089680.90174,3595399.73072
  36.20690,   0.20000,   0.08947,   1.17644,   0.00065,-179186.67565,892813.44677,762231.28663,1475858.05775
  18.27586,   0.78333,   0.00566,   1.39182,   0.00074,-32044.39480,337890.07979,80126.33406,385972.01905
  14.13793,   0.45000,   0.07550,   0.83738,   0.00061,-11409.33137,97412.64106,43924.27484,129927.58454
  14.13793,   0.53333,   0.12206,   0.94901,   0.00067,-8863.80868,112164.77160,48897.91117,152198.87409
  27.93103,   0.36667,   0.04756,   1.28608,   0.00071,-98968.38050,637385.80737,316936.38867,855353.81554
  12.75862,   0.53333,   0.07550,   0.84740,   0.00062,-8385.20763,82434.70788,32281.83603,106331.33628
  12.75862,   0.70000,   0.05687,   1.01234,   0.00058,-9089.93347,104119.70043,30889.22867,125918.99563
  47.24138,   0.28333,   0.08947,   1.54020,   0.00071,-398014.97422,2533521.13460,1693091.65871,3828597.81909
  45.86207,   0.61667,   0.11275,   1.86143,   0.00070,-320534.72169,4332398.61822,1634255.25843,5646119.15495
  18.27586,   0.61667,   0.00100,   1.23001,   0.00069,-32503.19944,274157.99649,79198.23864,320853.03569
  33.44828,   0.95000,   0.06153,   1.88426,   0.00071,-160649.19556,2462120.51169,562776.61950,2864247.93562
  27.93103,   0.95000,   0.01031,   1.79414,   0.00075,-112738.27112,1433668.65376,289354.70808,1610285.09072
  18.27586,   0.53333,   0.01962,   1.14370,   0.00065,-30644.30475,242288.31119,82948.29282,294592.29926
  14.13793,   0.36667,   0.01962,   0.70624,   0.00052,-14186.45178,82660.68809,38400.02133,106874.25765
  38.96552,   0.70000,   0.09412,   1.83797,   0.00062,-218089.30776,2965945.93925,960357.60128,3708214.23276
  30.68966,   0.61667,   0.07550,   1.65234,   0.00071,-116702.17328,1298206.20696,449286.48047,1630790.51416
  32.06897,   0.78333,   0.03825,   1.78458,   0.00069,-155143.47888,1825563.76865,469033.35242,2139453.64219
  37.58621,   0.78333,   0.08016,   1.86375,   0.00067,-209776.33136,2939189.45934,834403.89464,3563817.02262
  37.58621,   0.53333,   0.01497,   1.68879,   0.00065,-270658.30572,2107582.59257,713301.52412,2550225.81097
  19.65517,   0.20000,   0.01497,   0.66071,   0.00054,-38704.91914,142829.23442,102004.17733,206128.49261
  50.00000,   0.36667,   0.06619,   1.68711,   0.00075,-526057.46385,3656381.87979,1900747.31560,5031071.73153
  50.00000,   0.86667,   0.09412,   1.99069,   0.00068,-460789.90716,7571748.80396,2029091.17585,9140050.07265
  34.82759,   0.70000,   0.02428,   1.77285,   0.00064,-208779.48706,2117834.75644,580658.66933,2489713.93871
  30.68966,   0.70000,   0.07550,   1.71410,   0.00069,-116702.17328,1449098.92077,449286.48047,1781683.22797
  38.96552,   0.70000,   0.01962,   1.82727,   0.00070,-297000.87852,2965945.93925,803924.77639,3472869.83711
  21.03448,   0.45000,   0.13603,   1.20224,   0.00071,-26536.16193,320813.90049,166175.09765,460452.83621
  22.41379,   0.53333,   0.07084,   1.33765,   0.00071,-46430.26205,446935.54020,173113.46879,573618.74693
  41.72414,   0.45000,   0.01031,   1.66592,   0.00070,-375813.77840,2503917.51960,964565.84847,3092669.58968
  48.62069,   0.95000,   0.00100,   2.00066,   0.00067,-612006.44917,7562254.50762,1491232.66759,8441480.72605
  15.51724,   0.36667,   0.06153,   0.79507,   0.00056,-16039.86160,109291.14271,56189.88043,149441.16154
  25.17241,   0.78333,   0.05687,   1.64387,   0.00068,-69811.02054,882909.85438,237230.40263,1050329.23647
  18.27586,   0.36667,   0.13138,   0.95903,   0.00067,-17989.61903,178556.22789,107865.24435,268431.85321
  40.34483,   0.53333,   0.03359,   1.73289,   0.00076,-314178.91098,2606529.62100,923413.43481,3215764.14483
  19.65517,   0.20000,   0.13603,   0.71602,   0.00055,-21650.76178,142829.23442,135581.68142,256760.15405
  26.55172,   0.61667,   0.14534,   1.57185,   0.00078,-49739.75803,840708.48151,341234.87632,1132203.59980
  16.89655,   0.78333,   0.05687,   1.33832,   0.00076,-21112.69676,267015.26313,71744.74049,317647.30686
  32.06897,   0.78333,   0.14534,   1.79837,   0.00068,-87635.63210,1825563.76865,601215.91394,2339144.05049
  12.75862,   0.45000,   0.05687,   0.74546,   0.00048,-9089.93347,71592.73358,30889.22867,93392.02877
  21.03448,   0.45000,   0.13138,   1.20207,   0.00061,-27427.34941,320813.90049,164453.60741,457840.15849
  41.72414,   0.36667,   0.04756,   1.57646,   0.00064,-329911.75619,2124729.83818,1056509.56458,2851327.64657
  14.13793,   0.61667,   0.10344,   1.03479,   0.00060,-9907.71745,126918.50014,46867.63492,163878.41762
  29.31034,   0.45000,   0.01497,   1.43013,   0.00067,-128350.72318,868001.36047,338259.58611,1077910.22340
  14.13793,   0.95000,   0.13603,   1.33025,   0.00063,-8057.49880,185928.26517,50457.77355,228328.53992
  18.27586,   0.45000,   0.08947,   1.06291,   0.00058,-23044.38659,210422.07777,98027.11266,285404.80384
  12.75862,   0.53333,   0.08016,   0.84851,   0.00058,-8205.06425,82434.70788,32636.36811,106866.01173
  27.93103,   0.45000,   0.00100,   1.38709,   0.00071,-116025.51345,751136.19677,282711.13182,917821.81514
  11.37931,   0.28333,   0.01497,   0.44688,   0.00036,-7510.75400,35408.26046,19794.08044,47691.58689
  22.41379,   0.28333,   0.03359,   0.94822,   0.00065,-53871.52333,270584.36633,158335.54278,375048.38577
  50.00000,   0.36667,   0.05687,   1.68643,   0.00068,-547091.04923,3656381.87979,1859113.77435,4968404.60491
  22.41379,   0.86667,   0.01962,   1.61471,   0.00069,-56527.81526,682074.91953,153010.02297,778557.12723
  19.65517,   0.95000,   0.15000,   1.59865,   0.00084,-19430.23439,499595.30600,139858.32532,620023.39692
  11.37931,   0.95000,   0.02428,   1.10856,   0.00062,-7282.24596,96947.30089,20253.42292,109918.47785
  12.75862,   0.78333,   0.15000,   1.10981,   0.00062,-5314.45500,114961.67473,38253.30986,147900.52959
  25.17241,   0.95000,   0.01497,   1.73729,   0.00068,-81303.66844,1049451.38800,214270.27876,1182417.99832
  21.03448,   0.86667,   0.05687,   1.57566,   0.00066,-40732.86304,563743.47094,138417.59403,661428.20192
  36.20690,   0.78333,   0.03359,   1.84153,   0.00071,-227084.44578,2627338.32771,667431.26525,3067685.14717
  50.00000,   0.61667,   0.00100,   1.88132,   0.00066,-665583.67014,5614065.34187,1621780.47843,6570262.15016
  30.68966,   0.53333,   0.10809,   1.58531,   0.00067,-98709.52508,1147295.33147,484526.19981,1533112.00619
